first_name,last_name,team,position,hair_style,hair_color,skin_color,pro_bowl,nfl_icon,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two
Alex,Lewis,Jets,LG,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,65,78,61,85,12,29,24,26,74,28,6,6,6,6,6,73,74,30,25,25,10,86,89,74,70,75,69,6,88,Right,61,78,305,27,4/21/1992,3,Nebraska,4,34,1,1,2831896,491896,45,45
Jordan,Morgan,Jets,LG,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,60,76,55,88,14,22,29,25,68,25,6,6,6,6,6,61,64,27,11,11,10,81,91,62,65,60,62,7,87,Right,66,76,310,25,5/13/1994,2,Kutztown,15,63,2,2,1080000,0,45,45
Kelechi,Osemele,Jets,LG,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,62,75,60,93,11,40,35,19,71,29,6,6,6,6,6,83,73,32,21,32,10,90,88,75,71,85,81,6,75,Right,70,77,330,30,6/24/1989,7,Iowa State,2,28,5,2,58500000,25700000,45,45
Tom,Compton,Jets,LG,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,69,80,62,87,15,35,19,29,79,31,6,6,6,6,6,65,75,35,27,15,10,86,94,68,76,65,63,8,85,Right,77,78,315,30,5/10/1989,7,South Dakota,6,33,1,1,1600000,400000,45,45
Jordan,Jenkins,Jets,LOLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,76,84,81,85,29,48,31,44,83,23,6,6,6,6,6,45,45,82,21,18,10,83,86,44,44,44,44,14,70,Right,48,75,259,25,7/1/1994,3,Georgia,3,19,4,1,3123920,723920,45,45
Frankie,Luvu,Jets,LOLB,10,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,78,84,84,73,40,48,55,54,73,34,6,6,6,6,6,45,45,77,16,12,10,85,89,45,45,45,45,25,83,Right,50,75,236,22,9/19/1996,1,Washington State,15,63,1,1,570000,0,45,45
Jamey,Mosley,Jets,LOLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,55,77,248,23,3/28/1996,0,Alabama,15,63,3,3,1755000,0,45,45
Tarell,Basham,Jets,LOLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,82,88,79,76,40,34,33,39,79,24,6,6,6,6,6,45,45,78,24,16,10,81,93,45,45,45,45,25,88,Right,93,76,266,25,3/18/1994,2,Ohio U.,3,16,4,2,3235512,835856,45,45
Kelvin,Beachum,Jets,LT,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,57,78,60,84,22,30,24,42,78,12,6,6,6,6,6,79,72,45,12,17,10,81,95,71,75,77,80,12,71,Right,68,75,308,30,6/8/1989,7,Southern Methodist,7,41,3,1,24000000,12000000,45,45
Calvin,Anderson,Jets,LT,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,62,80,73,83,18,33,31,30,76,25,6,6,6,6,6,61,61,30,24,22,10,83,87,59,63,58,62,8,86,Right,76,77,300,23,3/25/1996,0,Texas,15,63,3,3,1760000,30000,45,45
Brent,Qvale,Jets,LT,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,65,75,68,78,10,40,19,25,73,35,6,6,6,6,6,72,64,44,18,28,10,84,88,65,61,74,68,5,87,Right,79,79,315,28,3/11/1991,5,Nebraska,15,63,1,1,1400000,550000,45,45
Harvey,Langi,Jets,MLB,10,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,84,87,79,77,49,61,56,64,80,27,24,18,6,6,6,45,45,80,20,20,15,88,93,45,45,45,45,34,86,Right,44,74,251,26,9/24/1992,2,Brigham Young,15,63,2,2,1230000,0,45,45
Neville,Hewitt,Jets,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,84,87,78,67,35,49,25,58,86,22,6,6,6,6,6,45,45,78,16,20,10,85,88,45,45,45,45,20,77,Right,46,74,233,26,4/6/1993,4,Marshall,15,63,1,1,1500000,500000,45,45
Anthony,Wint,Jets,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,78,88,76,70,49,50,64,52,84,30,15,10,10,15,15,45,45,78,20,15,65,85,87,45,45,45,45,34,80,Right,52,72,224,23,9/14/1995,1,Florida International,15,63,1,1,495000,0,45,45
Blake,Cashman,Jets,MLB,3,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,90,90,85,70,27,52,25,50,89,25,6,6,6,6,6,45,45,84,19,14,10,91,82,45,45,45,45,12,89,Right,53,73,236,23,5/10/1996,0,Minnesota,5,29,4,4,2824252,304252,45,45
Avery,Williamson,Jets,MLB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,84,89,80,78,25,45,49,63,78,30,6,6,6,6,6,45,45,88,20,20,10,91,92,45,45,45,45,10,76,Right,54,73,246,27,3/9/1992,5,Kentucky,5,23,3,2,22500000,16000000,45,45
C.J.,Mosley,Jets,MLB,10,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,85,89,88,75,47,66,38,73,86,25,6,6,6,6,6,45,45,93,20,20,10,97,86,45,45,45,45,32,87,Left,57,74,250,27,6/19/1992,5,Alabama,1,17,5,5,85000000,43000000,45,45
James,Burgess,Jets,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,81,85,80,74,20,61,40,65,78,25,6,6,6,6,6,45,45,81,20,20,10,85,89,45,45,45,45,10,75,Right,58,72,232,25,3/9/1994,3,Louisville,15,63,1,1,645000,0,45,45
Matt,Darr,Jets,P,7,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,67,63,59,46,20,48,10,45,48,44,15,15,15,18,15,20,25,24,91,62,10,87,92,15,15,15,15,10,50,Right,3,73,216,27,7/2/1992,4,Tennessee,15,63,1,1,720000,0,45,45
Lac,Edwards,Jets,P,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,73,79,64,57,21,37,16,25,45,30,23,22,18,26,17,17,19,27,91,71,10,83,85,19,19,17,17,11,65,Right,4,76,209,27,4/27/1992,3,Sam Houston State,7,43,4,1,2415796,75796,45,45
Davis,Webb,Jets,QB,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,79,85,77,62,45,58,50,27,80,85,78,70,73,66,76,16,19,25,14,17,10,95,85,10,10,11,11,42,74,Right,5,77,227,24,1/22/1995,2,California,3,23,1,1,645000,0,45,45
Luke,Falk,Jets,QB,7,3,0,0,0,0,0,0,-1,3,2,0,1,2,0,0,0,0,0,0,0,0,0,1,-1,-1,0,51,77,80,65,53,35,65,32,22,67,80,79,72,75,69,71,16,18,33,26,19,24,91,85,13,12,15,12,30,70,Right,8,76,215,24,12/28/1994,1,Washington State,6,39,4,3,2608832,148832,45,45
Sam,Darnold,Jets,QB,7,4,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,78,78,83,81,60,55,58,22,37,67,88,87,79,81,86,82,19,25,30,18,14,10,95,88,15,10,14,19,41,92,Right,14,75,225,22,6/5/1997,1,USC,1,3,4,3,30247694,30247694,45,45
Trevor,Siemian,Jets,QB,11,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,74,80,76,63,31,63,35,45,78,81,82,74,75,71,80,21,14,31,20,15,5,91,85,19,19,21,21,55,78,Right,19,75,220,27,12/26/1991,4,Northwestern,7,33,1,1,2000000,1000000,45,45
Folorunso,Fatukasi,Jets,RE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,63,81,69,90,13,26,17,23,74,20,6,6,6,6,6,45,45,78,10,15,10,82,88,45,45,45,45,10,89,Right,94,76,317,24,3/4/1995,1,Connecticut,6,20,4,3,2634256,174256,45,45
Henry,Anderson,Jets,RE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,73,82,72,86,15,45,44,44,74,19,6,6,6,6,6,45,45,84,17,25,10,74,82,45,45,45,45,10,85,Right,96,78,301,28,8/3/1991,4,Stanford,3,29,3,3,25200000,17000000,45,45
Kyle,Phillips,Jets,RE,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,98,76,277,22,5/5/1997,0,Tennessee,15,63,3,3,1755000,0,45,45
Tyler,Jones,Jets,RG,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,63,75,306,23,10/27/1995,0,North Carolina State,15,63,3,3,1765000,20000,45,45
Brian,Winters,Jets,RG,0,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,64,80,54,84,11,35,22,25,77,20,6,6,6,6,12,84,79,39,12,12,10,88,87,85,79,81,73,-1,87,Right,67,76,320,28,7/10/1991,6,Kent State,3,8,4,2,29000000,15000000,45,45
Ben,Braden,Jets,RG,6,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,71,80,62,83,20,20,31,22,70,22,10,6,6,6,6,60,62,30,23,14,10,81,91,62,64,60,59,10,92,Right,69,78,329,25,3/9/1994,2,Michigan,15,63,1,1,570000,0,45,45
Brandon,Copeland,Jets,ROLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,86,86,78,82,44,57,36,48,80,25,6,6,6,6,6,45,45,74,20,20,10,86,87,45,45,45,45,34,74,Right,51,75,263,28,7/2/1991,6,Pennsylvania,15,63,1,1,1750000,500000,45,45
Jachai,Polite,Jets,ROLB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,81,86,83,81,36,50,41,55,78,34,21,14,9,6,6,45,45,74,51,46,10,83,87,45,45,45,45,32,80,Right,56,75,258,21,3/30/1998,0,Florida,3,4,4,4,4265902,1122472,45,45
Eric,Smith,Jets,RT,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,59,78,62,84,16,21,32,25,61,21,6,6,6,6,6,58,58,33,20,20,8,80,88,59,58,61,58,9,89,Right,65,76,308,23,9/2/1995,2,Virginia,15,63,2,1,1125000,0,45,45
Wyatt,Miller,Jets,RT,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,71,76,306,23,10/23/1995,0,Central Florida,15,63,3,3,1755000,0,45,45
Brandon,Shell,Jets,RT,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,65,82,69,82,22,29,32,20,75,26,6,6,6,6,6,75,61,36,25,22,10,87,92,58,65,76,74,12,88,Right,72,77,324,27,2/6/1992,3,South Carolina,5,30,4,1,2575968,235968,45,45
Chuma,Edoga,Jets,RT,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,67,79,70,84,18,24,28,29,63,23,6,6,6,6,6,70,68,36,20,20,6,84,83,67,69,68,73,9,79,Right,75,75,308,22,5/25/1997,0,USC,3,28,4,4,3587000,867000,45,45
Godwin,Igwebuike,Jets,SS,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,88,88,92,66,65,66,48,60,85,22,6,6,6,6,6,35,35,66,19,13,35,88,91,35,35,35,35,49,90,Right,23,72,213,24,9/10/1994,1,Northwestern,15,63,1,0,1050000,0,45,45
Jamal,Adams,Jets,SS,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,91,90,87,78,40,60,45,72,78,25,15,10,10,15,15,35,35,80,25,25,35,93,94,35,35,35,35,25,84,Right,33,73,213,23,10/17/1995,2,LSU,1,6,4,2,22258808,22258808,45,45
Dee,Delaney,Jets,SS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,37,71,200,24,2/20/1995,1,Miami (Fla.),15,63,1,1,570000,0,45,45
Brandon,Bryant,Jets,SS,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,89,92,78,60,65,55,25,63,82,20,6,6,6,6,6,35,40,68,14,12,40,91,91,35,35,40,35,57,83,Right,38,72,215,23,12/21/1995,1,Mississippi State,15,63,3,2,1560000,0,45,45
Santos,Ramirez,Jets,SS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,39,74,204,23,4/22/1996,0,Arkansas,15,63,3,3,1755000,0,45,45
Thomas,Hennessy,Jets,TE,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,71,82,72,67,28,63,34,61,73,38,6,6,6,6,6,59,45,56,13,13,10,82,87,40,35,50,40,15,76,Right,42,74,246,25,6/11/1994,2,Duke,15,63,3,1,1665000,0,45,45
Trevon,Wesco,Jets,TE,2,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,76,83,81,78,56,75,73,77,76,56,42,37,32,48,27,59,64,32,21,16,28,88,85,62,59,58,55,68,79,Right,47,75,268,23,9/12/1995,0,West Virginia,4,25,4,4,3226572,706572,45,45
Eric,Tomlinson,Jets,TE,9,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,79,82,70,79,47,69,66,75,80,35,35,33,30,35,22,60,53,42,15,14,25,83,91,48,52,56,59,49,74,Right,83,78,263,27,4/22/1992,4,Texas-El Paso,15,63,1,1,1000000,300000,45,45
Ryan,Griffin,Jets,TE,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,75,85,81,70,46,72,65,80,82,30,15,10,6,10,30,60,61,50,33,35,30,86,92,67,64,55,54,-1,73,Right,85,78,258,29,1/11/1990,6,Connecticut,6,41,1,1,1125000,0,45,45
Daniel,Brown,Jets,TE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,86,89,87,63,62,74,52,78,77,37,15,10,6,10,6,61,56,39,19,15,35,86,89,51,55,60,56,62,79,Right,87,77,247,27,5/26/1992,4,James Madison,15,63,1,1,895000,150000,45,45
Christopher,Herndon IV,Jets,TE,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,80,84,75,71,73,72,67,82,82,30,20,15,10,10,10,63,55,34,19,14,10,85,88,53,56,57,63,65,82,Right,89,76,253,23,2/23/1996,1,Miami (Fla.),4,11,4,3,3171368,711368,45,45
Deonte,Thompson,Jets,WR,6,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,91,92,84,66,73,75,47,80,87,20,15,10,6,10,6,35,57,38,10,15,82,85,86,27,20,27,23,74,61,Right,10,72,205,30,2/14/1989,7,Florida,15,63,1,1,930000,0,45,45
Robby,Anderson,Jets,WR,10,4,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,94,90,84,59,75,75,46,89,86,29,15,10,6,10,6,35,43,21,11,11,65,89,85,37,31,24,22,76,78,Right,11,75,190,26,5/9/1993,3,Temple,15,63,1,1,3095000,0,45,45
Greg,Dortch,Jets,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,87,90,89,41,78,68,35,85,80,36,26,22,17,27,10,25,40,23,19,14,81,90,85,16,19,10,13,67,76,Right,12,67,173,21,5/29/1998,0,Wake Forest,15,63,3,3,1755000,0,45,45
Josh,Bellamy,Jets,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,88,88,89,66,67,74,49,82,87,40,10,10,10,10,10,45,54,39,30,22,72,86,92,33,29,29,27,69,76,Right,15,72,210,30,5/18/1989,7,Louisville,15,63,2,2,5000000,2750000,45,45
Tim,White,Jets,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,89,90,88,55,81,65,33,79,91,35,15,10,6,10,6,31,38,25,24,18,83,90,85,20,12,10,11,76,68,Right,16,71,185,25,7/15/1994,2,Arizona State,15,63,2,2,1240000,10000,45,45
Charone,Peake,Jets,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,93,94,85,66,74,68,65,76,86,31,26,22,24,22,24,44,49,27,23,22,65,88,82,30,25,21,19,71,77,Right,17,74,209,26,10/16/1992,3,Clemson,7,49,4,1,2408380,68380,45,45
Deontay,Burnett,Jets,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,90,92,88,45,74,69,45,78,83,41,15,10,6,10,6,39,48,27,19,12,50,89,83,36,33,20,22,72,93,Right,18,72,189,21,10/4/1997,1,USC,15,63,1,1,570000,0,45,45
Jeff,Smith,Jets,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,19,73,195,22,4/21/1997,0,Boston College,15,63,3,3,1755000,0,45,45
Quincy,Enunwa,Jets,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,89,91,89,69,80,74,71,83,88,24,15,10,6,10,6,41,63,47,21,20,35,89,93,39,32,23,15,81,82,Right,81,74,225,27,5/31/1992,5,Nebraska,6,49,5,4,36000000,9171412,45,45
Jamison,Crowder,Jets,WR,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,91,92,95,58,86,66,37,85,88,35,15,10,6,10,6,30,41,25,30,30,86,92,88,14,11,23,20,83,80,Right,82,69,177,26,6/17/1993,4,Duke,4,9,3,3,28500000,17000000,45,45
J.J.,Jones,Jets,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,94,92,89,47,78,72,39,76,90,29,15,10,5,17,16,38,46,42,16,18,82,88,80,28,22,12,12,68,78,Right,84,70,174,26,12/6/1992,1,West Georgia,15,63,3,2,1710000,0,45,45
Graham,Glasgow,Lions,C,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,68,81,67,88,14,27,28,20,70,24,6,6,6,6,6,76,78,29,20,20,9,87,89,81,77,78,73,8,89,Right,60,78,309,26,8/19/1992,3,Michigan,3,31,4,1,3037920,645420,45,45
Luke,Bowanko,Lions,C,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,72,78,300,28,6/12/1991,5,Virginia,6,45,1,1,805000,0,45,45
Leo,Koloamatangi,Lions,C,4,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,58,80,54,83,15,22,20,26,69,19,6,6,6,6,6,62,61,26,17,11,10,81,86,64,60,63,60,8,83,Right,75,77,305,25,5/9/1994,2,Hawaii,15,63,3,2,1710000,0,45,45
Jamar,Summers,Lions,CB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,87,92,87,53,62,60,36,65,89,36,6,6,6,6,6,35,35,47,17,12,45,91,87,35,35,35,35,54,79,Right,21,72,190,24,6/14/1995,1,Connecticut,15,63,1,1,495000,0,45,45
Darius,Slay Jr,Lions,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,93,92,92,59,80,64,39,73,88,36,6,6,6,6,6,35,35,63,25,21,72,94,92,35,35,35,35,72,67,Right,23,72,190,28,1/1/1991,6,Mississippi State,2,4,5,2,48000000,23100000,45,45
Justin,Coleman,Lions,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,88,91,93,75,63,58,33,64,88,32,6,6,6,6,6,35,35,55,19,18,73,90,89,35,35,35,30,53,77,Right,27,71,190,26,3/27/1993,4,Tennessee,15,63,4,4,36000000,16000000,45,45
Rashaan,Melvin,Lions,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,90,90,88,56,50,59,10,62,90,17,6,6,6,6,6,35,35,60,18,22,54,90,86,35,35,35,35,40,69,Right,29,74,194,29,10/2/1989,6,Northern Illinois,15,63,1,1,2150000,700000,45,45
Teez,Tabor,Lions,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,87,90,85,61,68,67,28,78,76,35,6,6,6,6,6,35,35,60,20,17,60,96,90,35,35,35,35,58,76,Right,31,72,201,23,12/31/1995,2,Florida,2,21,4,2,4822976,2796846,45,45
Andre,Chachere,Lions,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,89,93,90,59,64,67,21,63,90,24,6,6,6,6,6,35,35,52,10,11,55,89,87,35,35,35,35,55,84,Right,36,72,200,23,2/10/1996,1,San Jose State,15,63,3,2,1560000,0,45,45
Mike,Ford,Lions,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,90,92,94,58,72,62,32,70,93,29,6,6,6,6,6,35,35,50,21,15,60,88,85,35,35,35,35,55,76,Right,38,72,194,24,8/4/1995,1,Southeast Missouri State,15,63,2,1,1050000,0,45,45
Jamal,Agnew,Lions,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,93,92,90,60,71,69,33,74,86,25,6,6,6,6,6,35,35,63,19,17,94,91,87,35,35,35,35,61,74,Right,39,70,190,24,4/3/1995,2,San Diego,5,37,4,2,2658376,258376,45,45
Amani,Oruwariye,Lions,CB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,89,87,87,65,65,62,41,73,87,27,6,6,6,6,6,33,34,58,18,17,56,90,87,33,34,33,34,58,89,Right,46,74,205,23,2/9/1996,0,Penn State,5,18,4,4,2843336,323336,45,45
Kevin,Strong,Lions,DT,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,62,76,285,23,8/5/1996,0,Texas-San Antonio,15,63,3,3,1755000,0,45,45
