Team,First Name,Last Name,Position,Awareness,Speed,Acceleration,Agility,Strength,Elusiveness,Carrying,Trucking,Catching,Jumping,Throw Power,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Throw Accuracy,Pass Block,Run Block,Pass Block Strength,Pass Block Footwork,Run Block Strength,Run Block Footwork,Tackle,Kick Power,Kick Accuracy,Kick Return,Stamina,Injury,Toughness
Giants,Larry,Donnell,TE,77,72,77,78,73,,64,71,82,82,67,52,49,44,,,55,61,,,,,45,33,32,25,84,92,75
Giants,Matt,LaCosse,TE,52,82,88,71,72,,73,66,75,79,25,15,10,6,,,56,68,,,,,55,20,22,30,84,89,77
Giants,Ryan,Malleck,TE,42,79,88,74,75,,70,60,73,82,30,35,33,32,,,60,66,,,,,42,21,19,18,83,87,77
Giants,Will,Tye,TE,68,86,88,83,71,,72,61,80,81,33,15,10,10,,,51,65,,,,,44,23,15,40,85,88,84
Giants,Odell,Beckham Jr.,WR,91,93,93,97,49,,74,39,96,91,45,15,10,10,,,40,45,,,,,40,61,57,82,95,88,87
Giants,Victor,Cruz,WR,84,88,88,91,60,,69,55,87,93,25,15,10,6,,,31,40,,,,,16,21,22,74,92,85,57
Giants,Geremy,Davis,WR,48,89,91,91,75,,64,65,84,87,35,24,22,20,,,45,52,,,,,37,20,20,52,87,83,70
Giants,Dwayne,Harris,WR,79,85,87,90,62,,74,64,81,81,66,56,47,40,,,36,52,,,,,31,25,25,89,93,88,91
Giants,Tavarres,King,WR,58,88,88,95,43,,69,36,73,89,35,25,20,15,,,45,40,,,,,25,30,30,60,92,87,72
Giants,Roger,Lewis,WR,42,91,88,86,65,,63,51,75,85,35,15,10,6,,,36,47,,,,,31,23,22,65,88,87,78
Giants,K.J.,Maye,WR,40,85,88,86,68,,63,51,75,79,35,15,10,6,,,36,47,,,,,31,23,22,79,88,87,78
Giants,Sterling,Shepard,WR,67,90,91,93,68,,71,38,84,91,27,22,20,17,,,41,55,,,,,33,23,22,75,91,90,86
Giants,Myles,White,WR,64,90,91,89,44,,61,42,77,91,39,15,10,6,,,34,39,,,,,30,34,32,70,86,91,68
Jaguars,Luke,Bowanko,C,79,61,75,54,86,,40,25,29,74,29,6,6,6,,,74,86,,,,,39,12,14,10,80,92,75
Jaguars,Tyler,Shatley,C,60,65,80,54,95,,40,15,22,75,22,6,6,6,,,73,77,,,,,41,22,20,10,75,92,75
Jaguars,Prince,Amukamara,CB,79,90,91,93,64,,66,35,70,91,30,6,6,6,,,45,45,,,,,73,22,15,55,96,90,70
Jaguars,Aaron,Colvin,CB,83,88,89,89,52,,61,24,52,86,35,6,6,6,,,45,45,,,,,65,20,20,45,87,76,76
Jaguars,Dwayne,Gratz,CB,70,88,92,88,64,,55,33,68,90,25,6,6,6,,,45,45,,,,,73,15,15,55,94,97,87
Jaguars,Davon,House,CB,77,88,90,87,49,,54,10,63,71,10,6,6,6,,,45,45,,,,,52,9,9,40,90,95,65
Jaguars,Nick,Marshall,CB,53,88,88,84,65,,72,41,64,87,82,76,73,67,,,15,48,,,,,52,22,15,84,87,88,55
Jaguars,Demetrius,McCray,CB,70,86,93,86,42,,65,10,60,95,26,6,6,6,,,45,45,,,,,59,8,10,45,91,94,67
Jaguars,Jalen,Ramsey,CB,71,93,94,90,70,,71,42,65,93,27,33,26,21,,,19,31,,,,,72,18,17,80,91,86,86
Jaguars,Tyson,Alualu,DT,82,73,82,66,86,,35,19,22,75,27,6,6,6,,,45,45,,,,,82,33,30,10,75,95,80
Jaguars,Michael,Bennett,DT,65,71,81,68,77,,45,35,38,82,14,6,6,6,,,45,45,,,,,74,17,11,10,73,87,77
Jaguars,Sheldon,Day,DT,57,70,84,83,80,,37,32,34,77,23,6,6,6,,,26,33,,,,,83,17,17,9,82,89,88
Jaguars,Abry,Jones,DT,62,65,76,57,87,,42,22,40,66,36,6,6,6,,,45,45,,,,,70,20,20,10,76,87,84
Jaguars,Sen'Derrick,Marks,DT,82,68,82,68,82,,40,10,33,66,21,6,6,6,,,45,45,,,,,80,17,15,10,82,86,80
Jaguars,Roy,Miller III,DT,82,69,81,53,87,,40,35,28,40,25,6,6,6,,,45,45,,,,,84,15,14,10,79,96,82
Jaguars,Tashaun,Gipson,FS,76,85,89,86,71,,66,54,82,85,21,6,6,6,,,45,45,,,,,61,20,19,65,92,94,81
Jaguars,Peyton,Thompson,FS,59,88,89,87,54,,65,22,70,87,30,6,6,6,,,45,45,,,,,47,15,15,54,85,90,65
Jaguars,Earl,Wolff,FS,56,88,91,80,64,,65,55,63,90,26,6,6,6,,,45,45,,,,,72,23,19,35,88,75,87
Jaguars,Corey,Grant,HB,48,96,90,81,74,,72,38,56,87,30,30,20,10,,,35,29,,,,,33,11,11,75,78,82,65
Jaguars,Chris,Ivory,HB,89,89,89,78,84,,89,94,58,72,36,10,10,10,,,75,40,,,,,35,25,25,62,82,83,69
Jaguars,Denard,Robinson,HB,76,91,91,96,46,,77,53,63,91,74,66,63,61,,,60,43,,,,,25,20,19,82,91,84,78
Jaguars,T.J.,Yeldon,HB,78,88,90,85,74,,85,80,60,87,35,30,25,15,,,47,47,,,,,42,15,14,25,78,84,86
Jaguars,Jason,Myers,K,59,69,71,47,43,,34,15,30,40,45,35,30,25,,,20,20,,,,,20,96,83,10,80,85,50
Jaguars,Ryan,Davis,LE,66,75,83,81,74,,65,56,54,82,24,6,6,6,,,45,45,,,,,70,15,17,10,74,90,76
Jaguars,Malik,Jackson,LE,81,75,82,66,77,,39,55,35,78,30,6,6,6,,,45,45,,,,,90,30,30,10,87,90,80
Jaguars,Chris,Smith,LE,52,81,88,73,85,,59,55,54,88,24,6,6,6,,,45,45,,,,,79,15,17,10,83,93,68
Jaguars,Bjoern,Werner,LE,74,77,84,72,74,,50,40,55,78,12,6,6,6,,,45,45,,,,,76,37,34,10,92,92,76
Jaguars,Jonathan,Woodard,LE,43,76,85,82,84,,51,28,40,84,24,6,6,6,,,23,29,,,,,83,15,17,10,83,89,74
Jaguars,Mackenzy,Bernadeau,LG,73,59,77,52,92,,45,20,45,50,30,6,6,6,,,79,76,,,,,30,25,25,6,74,93,98
Jaguars,Kadeem,Edwards,LG,47,63,77,56,86,,50,25,52,76,35,6,6,6,,,76,82,,,,,42,25,21,11,79,93,75
Jaguars,Jeff,Linkenbach,LG,76,64,77,54,85,,35,10,20,45,20,6,6,6,,,81,73,,,,,33,12,15,10,75,92,72
Jaguars,Tyrone,Holmes,LOLB,54,85,86,85,82,,37,32,48,85,27,6,6,6,,,23,29,,,,,86,25,24,6,82,91,90
Jaguars,Telvin,Smith,LOLB,79,88,89,88,62,,64,56,73,78,25,6,6,6,,,45,45,,,,,84,20,20,15,87,90,74
Jaguars,Jordan,Tripp,LOLB,61,83,89,85,71,,65,55,67,88,29,6,6,6,,,45,45,,,,,75,19,19,15,85,90,88
Jaguars,Kelvin,Beachum,LT,86,57,77,68,84,,30,24,42,78,12,6,6,6,,,87,81,,,,,45,12,17,10,81,95,71
Jaguars,Luke,Joeckel,LT,79,60,77,72,87,,50,35,40,74,25,6,6,6,,,81,81,,,,,45,21,19,10,95,87,86
Jaguars,Thurston,Armbrister,MLB,53,83,86,82,72,,41,38,42,83,34,6,6,6,,,45,45,,,,,74,28,28,10,87,86,69
Jaguars,Joplo,Bartu,MLB,76,75,87,80,68,,55,44,64,90,25,6,6,6,,,45,45,,,,,83,20,20,10,85,90,69
Jaguars,Paul,Posluszny,MLB,88,80,87,78,75,,65,40,62,78,30,6,6,6,,,45,45,,,,,88,8,14,10,98,87,95
Jaguars,Brad,Nortman,P,68,77,85,65,56,,45,10,35,86,48,30,30,25,,,25,29,,,,,25,90,90,10,85,93,66
Jaguars,Ryan,Quigley,P,62,62,76,63,49,,40,10,35,65,35,25,21,21,,,19,22,,,,,35,93,90,10,84,95,66
Jaguars,Brandon,Allen,QB,51,78,81,61,56,,59,29,26,60,88,80,76,72,,,17,21,,,,,24,21,20,13,88,85,75
Jaguars,Blake,Bortles,QB,81,78,81,79,69,,60,49,60,81,93,86,85,81,,,22,28,,,,,21,25,28,10,93,96,95
Jaguars,Chad,Henne,QB,75,64,72,61,64,,69,21,30,55,88,80,75,74,,,15,20,,,,,30,25,25,10,92,90,84
Jaguars,Dante,Fowler Jr.,RE,66,85,89,84,73,,55,55,58,82,25,6,6,6,,,45,45,,,,,85,21,22,10,82,79,77
Jaguars,Yannick,Ngakoue,RE,56,81,85,84,80,,44,26,47,82,22,6,6,6,,,21,29,,,,,80,21,19,9,83,89,86
Jaguars,Jared,Odrick,RE,83,67,80,68,85,,35,24,21,69,10,6,6,6,,,45,45,,,,,78,24,21,10,79,77,90
Jaguars,A.J.,Cann,RG,72,56,66,55,89,,39,25,35,80,11,6,6,6,,,77,74,,,,,35,14,12,10,76,93,85
Jaguars,Brandon,Linder,RG,79,59,77,58,88,,35,25,35,66,20,6,6,6,,,81,80,,,,,33,12,12,10,79,93,88
Jaguars,Patrick,Omameh,RG,74,62,77,60,82,,40,25,32,65,12,6,6,6,,,72,89,,,,,40,11,15,10,82,92,80
Jaguars,Myles,Jack,ROLB,67,84,86,88,74,,76,74,68,91,22,26,22,20,,,57,30,,,,,82,21,19,65,86,79,86
Jaguars,Sean,Porter,ROLB,66,79,86,86,70,,65,45,54,85,25,6,6,6,,,45,45,,,,,77,20,20,10,86,78,74
Jaguars,Hayes,Pullard III,ROLB,64,84,88,82,69,,65,34,66,81,25,6,6,6,,,45,45,,,,,76,20,20,10,90,94,68
Jaguars,Dan,Skuta,ROLB,80,77,85,74,72,,65,65,53,64,18,6,6,6,,,45,45,,,,,86,14,35,10,87,92,79
Jaguars,Jermey,Parnell,RT,79,62,72,60,84,,25,10,21,45,18,6,6,6,,,75,82,,,,,25,12,11,10,79,88,74
Jaguars,Josh,Wells,RT,63,62,77,57,83,,55,25,40,77,10,6,6,6,,,76,83,,,,,34,11,11,10,83,90,74
Jaguars,Johnathan,Cyprien,SS,69,88,92,83,65,,65,65,68,91,15,6,6,6,,,45,45,,,,,73,14,13,40,92,93,82
Jaguars,Josh,Evans,SS,64,85,86,87,61,,64,45,54,85,35,6,6,6,,,45,45,,,,,64,15,17,60,91,89,75
Jaguars,James,Sample,SS,52,87,89,82,69,,59,50,66,82,24,6,6,6,,,45,45,,,,,83,26,19,45,87,85,87
Jaguars,Nic,Jacobs,TE,66,80,84,72,67,,72,66,75,84,25,20,15,10,,,65,74,,,,,45,25,24,20,83,90,74
Jaguars,Ben,Koyack,TE,44,79,84,80,68,,70,53,77,79,25,35,30,25,,,67,78,,,,,40,11,14,25,86,91,75
Jaguars,Marcedes,Lewis,TE,86,72,81,73,81,,76,65,75,77,40,15,10,6,,,78,64,,,,,35,39,37,35,88,93,65
Jaguars,Julius,Thomas,TE,76,84,86,86,69,,72,75,83,91,25,15,10,6,,,55,68,,,,,35,19,19,10,85,90,75
Jaguars,Carson,Tinker,TE,72,71,81,68,72,,76,35,63,70,35,11,11,11,,,69,42,,,,,60,22,36,10,85,92,87
Jaguars,Justin,Blackmon,WR,45,88,90,86,67,,62,74,84,87,35,35,30,22,,,50,42,,,,,45,26,21,60,87,94,91
Jaguars,Shaq,Evans,WR,49,87,90,88,54,,72,55,75,87,25,15,10,6,,,49,53,,,,,35,21,24,67,91,89,74
Jaguars,Rashad,Greene,WR,66,88,92,91,54,,66,29,78,87,35,34,32,25,,,33,35,,,,,25,35,25,86,91,88,69
Jaguars,Allen,Hurns,WR,89,88,91,88,73,,83,61,92,87,32,15,10,6,,,35,42,,,,,35,19,22,73,89,92,84
Jaguars,Rashad,Lawrence,WR,52,88,91,92,65,,72,30,77,95,33,45,42,49,,,42,44,,,,,28,20,22,29,86,88,68
Jaguars,Marqise,Lee,WR,68,88,90,92,52,,62,45,79,90,40,15,10,6,,,35,58,,,,,25,30,30,79,95,85,84
Jaguars,Allen,Robinson,WR,93,90,93,89,67,,81,60,90,91,30,15,10,6,,,38,56,,,,,42,25,30,72,91,89,78
Jaguars,Neal,Sterling,WR,44,85,92,88,68,,70,71,74,85,34,10,5,5,,,42,45,,,,,40,19,15,45,84,90,74
Jaguars,Bryan,Walters,WR,78,81,87,87,50,,72,38,83,76,23,15,10,6,,,25,45,,,,,21,15,19,78,88,92,74
Jaguars,Shane,Wynn,WR,45,95,94,91,53,,60,23,70,86,25,35,30,20,,,25,30,,,,,17,19,15,78,88,75,55
Jets,Kyle,Friend,C,43,69,84,68,96,,38,20,32,70,24,6,6,6,,,76,74,,,,,35,20,20,9,81,89,89
Jets,Wesley,Johnson,C,67,67,82,63,83,,33,20,45,78,30,6,6,6,,,79,77,,,,,35,25,25,10,85,94,88
Jets,Nick,Mangold,C,94,64,78,56,89,,40,10,25,64,14,6,6,6,,,80,82,,,,,44,27,28,14,88,92,98
Jets,Juston,Burris,CB,58,88,90,91,74,,63,26,61,87,27,6,6,6,,,18,27,,,,,65,18,17,56,90,90,88
Jets,Kendall,James,CB,51,90,91,92,40,,50,20,64,90,17,6,6,6,,,45,45,,,,,44,18,22,45,92,90,60
Jets,Dexter,McDougle,CB,56,90,89,88,50,,65,31,69,88,25,6,6,6,,,45,45,,,,,53,10,11,45,90,75,74
Jets,Dee,Milliner,CB,61,91,93,87,62,,60,44,65,91,40,6,6,6,,,45,45,,,,,64,25,25,65,94,84,87
Jets,Darryl,Morris,CB,59,93,94,88,52,,60,25,54,89,21,6,6,6,,,45,45,,,,,56,14,17,62,87,92,74
Jets,Darrelle,Revis,CB,94,89,92,89,63,,71,36,77,87,30,6,6,6,,,45,45,,,,,63,22,15,25,98,88,65
Jets,Buster,Skrine,CB,81,90,88,87,47,,58,10,61,86,10,6,6,6,,,45,45,,,,,62,15,16,74,91,89,69
Jets,Marcus,Williams,CB,78,86,89,84,66,,54,10,76,85,20,6,6,6,,,45,45,,,,,39,29,22,72,92,93,75
Jets,Tarow,Barney,DT,44,72,80,69,86,,41,29,36,74,23,6,6,6,,,44,44,,,,,76,17,17,9,80,88,83
Jets,Steve,McLendon,DT,81,62,78,64,86,,40,10,33,67,35,6,6,6,,,45,45,,,,,91,20,25,10,75,90,80
Jets,Deon,Simon,DT,48,68,80,49,93,,43,25,39,79,19,6,6,6,,,45,45,,,,,77,11,17,10,69,73,79
Jets,Tommy,Bohanon,FB,68,74,86,71,86,,74,76,62,86,30,20,15,10,,,54,66,,,,,50,33,32,30,88,88,76
Jets,Marcus,Gilchrist,FS,75,87,89,91,52,,60,30,73,92,40,6,6,6,,,45,45,,,,,79,25,25,72,95,90,82
Jets,Ronald,Martin,FS,54,85,89,82,62,,51,44,57,87,24,6,6,6,,,45,45,,,,,67,26,19,55,90,86,84
Jets,Rontez,Miles,FS,62,84,88,89,64,,69,49,67,87,35,6,6,6,,,45,45,,,,,73,22,15,35,87,92,84
Jets,Matt,Forte,HB,86,86,90,88,73,,91,81,70,79,30,35,30,20,,,55,45,,,,,20,25,25,20,99,93,85
Jets,Bernard,Pierce,HB,72,88,92,80,76,,86,79,55,88,18,35,30,20,,,40,50,,,,,35,10,11,15,86,82,81
Jets,Bilal,Powell,HB,84,86,90,83,73,,85,70,67,74,35,35,30,20,,,74,45,,,,,44,25,26,75,85,88,77
Jets,Khiry,Robinson,HB,74,83,91,85,79,,87,84,60,87,30,30,25,20,,,46,35,,,,,20,25,25,72,87,88,86
Jets,Nick,Folk,K,60,67,64,59,55,,50,10,40,50,55,35,30,25,,,15,15,,,,,25,93,90,10,75,84,65
Jets,Mike,Catapano,LE,53,79,86,71,82,,54,54,54,88,25,6,6,6,,,45,45,,,,,72,17,25,10,82,93,79
Jets,Jarvis,Jenkins,LE,77,72,77,58,91,,35,29,35,55,12,6,6,6,,,45,45,,,,,77,19,19,10,68,80,80
Jets,Muhammad,Wilkerson,LE,86,71,80,76,94,,40,30,31,72,24,6,6,6,,,45,45,,,,,96,15,17,10,95,94,85
Jets,James,Carpenter,LG,80,62,76,65,90,,40,10,35,32,11,6,6,6,,,79,88,,,,,31,15,12,10,81,86,95
Jets,Craig,Watts,LG,44,56,74,50,80,,25,33,25,63,19,6,6,6,,,79,81,,,,,35,22,20,10,80,84,78
Jets,Jordan,Jenkins,LOLB,63,76,85,81,84,,48,31,44,83,23,6,6,6,,,22,30,,,,,81,21,18,10,83,86,70
Jets,Trevor,Reilly,LOLB,64,82,85,74,78,,54,25,55,76,25,6,6,6,,,45,45,,,,,76,20,20,6,82,85,93
Jets,Ryan,Clady,LT,90,61,74,70,89,,45,20,40,50,30,6,6,6,,,88,78,,,,,30,25,25,10,93,71,84
Jets,Ben,Ijalana,LT,54,62,79,67,86,,40,10,35,67,10,6,6,6,,,80,75,,,,,45,13,6,10,80,85,89
Jets,Bruce,Carter,MLB,72,83,87,84,75,,60,34,67,90,25,6,6,6,,,45,45,,,,,83,20,20,10,92,77,62
Jets,David,Harris,MLB,90,80,87,73,77,,65,45,60,73,25,6,6,6,,,45,45,,,,,84,18,20,10,95,96,81
Jets,Erin,Henderson,MLB,78,76,83,74,73,,55,25,59,78,25,6,6,6,,,45,45,,,,,86,20,20,6,85,87,88
Jets,Taiwan,Jones,MLB,61,76,84,71,83,,59,55,49,83,24,6,6,6,,,40,40,,,,,84,15,17,10,83,90,89
Jets,Darron,Lee,MLB,69,87,88,89,72,,51,41,56,86,70,51,48,40,,,20,28,,,,,77,19,19,10,87,90,88
Jets,Lachlan,Edwards,P,50,73,70,64,63,,37,16,25,45,30,23,22,18,,,17,19,,,,,27,91,83,10,83,85,65
Jets,Ryan,Fitzpatrick,QB,87,71,80,72,54,,63,28,20,55,86,88,84,79,,,13,54,,,,,12,12,19,10,85,89,80
Jets,Christian,Hackenberg,QB,64,78,80,64,57,,61,41,29,73,95,73,71,72,,,17,21,,,,,24,21,20,11,91,87,83
Jets,Bryce,Petty,QB,48,77,83,76,56,,61,49,30,81,91,80,74,71,,,14,15,,,,,17,20,20,5,87,79,85
Jets,Geno,Smith,QB,66,84,82,82,56,,59,35,60,86,91,82,80,73,,,24,25,,,,,38,20,15,15,95,90,88
Jets,Shelby,Harris,RE,54,75,84,69,84,,45,32,44,80,24,6,6,6,,,45,45,,,,,82,19,21,10,78,90,75
Jets,Helva,Matungulu,RE,41,72,81,74,80,,43,33,39,70,22,6,6,6,,,44,45,,,,,79,21,19,9,78,85,78
Jets,Sheldon,Richardson,RE,82,70,83,75,88,,70,66,43,78,28,6,6,6,,,45,45,,,,,97,25,23,10,93,89,74
Jets,Leonard,Williams,RE,76,73,82,73,87,,55,49,45,79,35,6,6,6,,,45,45,,,,,86,18,17,10,73,85,85
Jets,Dakota,Dozier,RG,55,57,79,53,83,,45,25,45,75,25,6,6,6,,,76,79,,,,,38,11,11,10,82,90,86
Jets,Jarvis,Harrison,RG,44,65,80,52,88,,30,33,44,79,19,6,6,6,,,81,83,,,,,35,22,20,10,66,84,64
Jets,Brian,Winters,RG,74,63,78,54,84,,35,22,25,77,20,6,6,6,,,77,73,,,,,39,12,12,10,88,89,87
Jets,Josh,Martin,ROLB,60,83,88,74,78,,60,46,50,78,25,6,6,6,,,45,45,,,,,76,22,18,10,80,90,75
Jets,Lorenzo,Mauldin IV,ROLB,65,77,84,78,76,,50,40,45,82,34,6,6,6,,,45,45,,,,,79,28,28,10,85,82,88
Jets,Julian,Stanford,ROLB,60,86,88,88,78,,68,35,60,97,35,6,6,6,,,45,45,,,,,81,15,14,10,78,87,69
Jets,Breno,Giacomini,RT,74,60,75,58,84,,40,20,40,50,30,6,6,6,,,71,73,,,,,30,25,25,10,82,93,85
Jets,Brent,Qvale,RT,53,64,74,61,76,,40,19,25,73,35,6,6,6,,,75,73,,,,,44,18,28,10,84,88,87
Jets,Brandon,Shell,RT,55,65,82,69,82,,29,32,20,75,26,6,6,6,,,73,78,,,,,36,25,22,10,87,92,88
Jets,Dion,Bailey,SS,68,83,86,87,65,,64,45,73,84,18,6,6,6,,,45,45,,,,,67,17,22,30,87,82,80
Jets,Calvin,Pryor III,SS,74,87,90,86,67,,64,65,68,85,25,6,6,6,,,45,45,,,,,71,19,17,45,92,93,84
Jets,Jace,Amaro,TE,62,85,86,79,77,,64,73,83,85,20,15,10,6,,,54,67,,,,,39,26,22,10,90,87,82
Jets,Brandon,Bostick,TE,62,83,83,84,72,,69,70,74,87,32,15,10,6,,,55,65,,,,,32,22,17,10,85,92,70
Jets,Kellen,Davis,TE,66,81,88,70,77,,71,66,69,81,35,15,10,6,,,59,65,,,,,48,30,30,10,80,90,84
Jets,Tanner,Purdum,TE,52,66,69,61,74,,65,55,58,56,11,15,10,6,,,65,59,,,,,46,15,15,6,75,92,80
Jets,Wes,Saxton,TE,42,84,84,82,71,,65,72,72,86,20,15,10,9,,,61,66,,,,,42,18,14,15,85,84,56
Jets,Zach,Sudfeld,TE,64,78,85,82,63,,74,65,75,89,32,15,10,6,,,55,72,,,,,44,21,21,10,85,80,69
Jets,Robby,Anderson,WR,41,94,89,88,58,,64,25,72,86,29,15,10,6,,,35,40,,,,,21,11,11,65,89,80,78
Jets,Titus,Davis,WR,59,88,88,87,67,,68,65,78,83,35,15,10,6,,,30,39,,,,,25,30,22,66,90,84,76
Jets,Eric,Decker,WR,94,86,90,85,72,,73,65,91,82,36,15,10,6,,,40,58,,,,,35,25,25,65,93,92,93
Jets,Quincy,Enunwa,WR,63,89,91,84,64,,71,70,73,86,24,15,10,6,,,37,57,,,,,47,21,20,35,87,93,82
Jets,Brandon,Marshall,WR,93,87,85,86,78,,76,81,92,91,24,15,10,6,,,35,65,,,,,45,12,12,25,97,92,90
Jets,Charone,Peake,WR,50,93,94,89,66,,68,65,75,86,31,26,22,24,,,44,49,,,,,27,23,22,65,88,82,77
Jets,Jeremy,Ross,WR,59,88,91,92,60,,68,55,76,95,35,15,10,6,,,22,47,,,,,22,30,30,84,85,87,66
Jets,Devin,Smith,WR,65,91,90,89,62,,72,51,77,90,35,30,25,20,,,25,50,,,,,57,19,19,76,85,92,87
Jets,Kenbrell,Thompkins,WR,73,86,90,90,56,,71,61,64,87,35,15,10,6,,,45,50,,,,,39,15,19,75,90,94,79
Jets,Kyle,Williams,WR,70,88,88,93,42,,53,27,73,88,24,15,10,6,,,24,36,,,,,25,21,18,79,86,72,55
Jets,Chandler,Worthy,WR,61,92,93,86,69,,68,29,73,91,32,15,10,6,,,25,37,,,,,34,21,18,79,89,87,77
Lions,Graham,Glasgow,C,64,68,81,56,84,,27,28,20,70,24,6,6,6,,,78,78,,,,,29,20,20,9,87,89,89
Lions,Gabe,Ikard,C,69,67,79,73,73,,54,25,55,75,26,6,6,6,,,76,73,,,,,29,22,22,10,84,92,85
Lions,Travis,Swanson,C,76,62,82,64,82,,40,15,40,73,22,6,6,6,,,70,72,,,,,40,18,22,10,87,94,85
Lions,Crezdon,Butler,CB,67,87,89,86,45,,62,10,57,92,12,6,6,6,,,45,45,,,,,37,18,10,55,88,95,70
Lions,Alex,Carter,CB,57,88,89,85,69,,54,25,51,91,22,6,6,6,,,45,45,,,,,68,25,25,40,91,84,76
Lions,Quandre,Diggs,CB,74,87,86,84,67,,64,24,65,85,40,6,6,6,,,45,45,,,,,58,25,25,75,90,92,80
Lions,Nevin,Lawson,CB,73,88,88,90,62,,54,31,53,83,35,6,6,6,,,45,45,,,,,68,25,25,50,92,89,85
Lions,Darius,Slay,CB,86,93,92,93,54,,64,39,73,88,36,6,6,6,,,45,45,,,,,58,25,21,72,94,92,67
Lions,Darrin,Walls,CB,67,88,89,84,56,,58,15,55,88,20,6,6,6,,,45,45,,,,,61,15,13,42,87,92,75
Lions,Ian,Wells,CB,43,89,95,90,45,,52,28,60,95,27,6,6,6,,,43,44,,,,,49,18,17,60,90,89,73
Lions,Stefan,Charles,DT,69,60,78,63,78,,42,22,35,80,36,6,6,6,,,45,45,,,,,77,20,20,10,75,90,75
Lions,Haloti,Ngata,DT,87,61,77,66,94,,40,34,60,66,29,6,6,6,,,45,45,,,,,90,32,17,14,85,92,95
Lions,Caraun,Reid,DT,66,74,83,67,75,,40,25,40,74,26,6,6,6,,,45,45,,,,,73,25,25,11,72,86,69
Lions,A'Shawn,Robinson,DT,66,66,80,63,88,,38,33,31,79,23,6,6,6,,,26,33,,,,,87,17,17,9,80,92,90
Lions,Tyrunn,Walker,DT,71,72,77,69,82,,40,29,45,77,21,6,6,6,,,45,45,,,,,74,10,13,10,73,85,77
Lions,Gabe,Wright,DT,63,69,79,57,89,,40,35,44,76,16,6,6,6,,,45,45,,,,,67,15,15,10,76,90,72
Lions,Michael,Burton,FB,79,81,86,73,82,,70,62,62,82,30,15,10,5,,,65,76,,,,,45,14,14,35,79,91,75
Lions,Johnson,Bademosi,FS,66,90,88,88,63,,71,61,64,95,42,15,10,10,,,45,45,,,,,67,38,29,71,85,93,84
Lions,Rafael,Bush,FS,71,86,84,87,56,,50,44,62,85,24,6,6,6,,,45,45,,,,,67,22,21,33,84,87,72
Lions,Glover,Quin,FS,81,84,90,84,64,,56,10,79,91,18,6,6,6,,,45,45,,,,,73,17,22,40,94,88,87
Lions,Ameer,Abdullah,HB,75,88,95,90,76,,75,65,64,91,35,30,25,15,,,38,37,,,,,30,23,21,83,86,85,85
Lions,Theo,Riddick,HB,84,86,89,94,59,,79,64,75,81,33,44,38,25,,,51,45,,,,,28,27,25,87,88,92,85
Lions,Stevan,Ridley,HB,73,81,86,81,81,,79,83,47,66,32,35,30,20,,,65,45,,,,,45,20,22,70,86,82,94
Lions,Dwayne,Washington,HB,57,90,90,89,75,,72,52,62,86,29,25,23,20,,,48,30,,,,,27,20,22,77,86,81,70
Lions,George,Winn,HB,51,87,91,84,73,,82,84,53,84,35,35,30,20,,,57,47,,,,,49,20,20,67,84,90,85
Lions,Zach,Zenner,HB,62,86,87,78,77,,87,82,55,90,31,25,20,15,,,53,48,,,,,39,25,14,61,87,88,73
Lions,Matt,Prater,K,66,76,72,46,43,,40,10,35,40,45,35,30,25,,,20,20,,,,,20,96,88,10,75,85,50
Lions,Wallace,Gilberry,LE,81,68,81,72,73,,35,40,45,74,25,10,10,10,,,45,45,,,,,70,24,24,10,85,90,80
Lions,Devin,Taylor,LE,68,80,87,71,66,,55,35,44,87,22,6,6,6,,,45,45,,,,,72,15,15,10,72,91,85
Lions,Joe,Dahl,LG,53,66,79,54,84,,40,23,22,35,22,6,6,6,,,78,76,,,,,42,22,20,10,89,90,95
Lions,Laken,Tomlinson,LG,68,65,81,53,87,,25,15,20,81,20,6,6,6,,,80,72,,,,,35,20,20,10,77,92,84
Lions,Brandon,Copeland,LOLB,56,86,86,83,82,,57,36,54,84,25,6,6,6,,,45,45,,,,,73,20,20,10,86,87,74
Lions,Kyle,Van Noy,LOLB,66,81,88,83,66,,65,44,72,82,20,6,6,6,,,45,45,,,,,82,27,23,10,95,87,65
Lions,Tahir,Whitehead,LOLB,82,83,88,77,71,,60,43,62,89,25,6,6,6,,,45,45,,,,,91,20,20,10,91,96,67
Lions,Taylor,Decker,LT,67,65,79,57,90,,28,20,26,72,22,6,6,6,,,80,83,,,,,34,18,19,9,88,91,90
Lions,Corey,Robinson,LT,52,60,75,66,89,,40,25,25,80,25,6,6,6,,,79,79,,,,,39,28,15,11,74,91,67
Lions,Jon,Bostic,MLB,69,83,88,75,71,,64,44,68,80,30,6,6,6,,,45,45,,,,,78,20,22,10,91,95,83
Lions,Jerry,Franklin,MLB,65,82,88,72,63,,60,60,71,89,25,6,6,6,,,45,45,,,,,82,20,20,10,87,95,64
Lions,Zaviar,Gooden,MLB,66,88,91,87,74,,64,65,71,89,25,6,6,6,,,45,45,,,,,75,20,20,15,88,84,72
Lions,Antwione,Williams,MLB,59,79,84,78,74,,33,30,50,83,18,6,6,6,,,20,27,,,,,83,22,29,10,87,91,90
