team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,throw_accuracy,pass_block,run_block,pass_block_power,pass_block_finesse,run_block_power,run_block_finesse,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Falcons,Courtney,Upshaw,DT,71,80,85,72,81,20,40,55,36,78,32,6,6,6,6,40,45,45,45,45,45,45,81,16,15,12,83,98,94,Right,91,74,272,28,12/13/1989,6,Alabama,2,3,1,1,1150000,125000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Derrick,Coleman,FB,66,88,86,77,70,60,83,80,59,85,25,20,15,10,10,22,64,68,60,65,67,69,48,25,24,60,86,87,85,Right,40,72,233,27,10/18/1990,6,UCLA,15,63,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Ricardo,Allen,FS,80,89,89,92,52,75,65,20,75,88,28,6,6,6,6,25,45,45,45,45,45,45,68,46,42,50,94,93,84,Right,37,69,186,26,12/18/1991,4,Purdue,5,19,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Damontae,Kazee,FS,58,88,89,91,68,69,73,27,78,82,22,6,6,6,6,19,45,45,45,45,45,45,67,30,25,76,94,90,82,Right,27,70,179,24,6/5/1993,1,San Diego State,5,21,4,4,2688932,288932,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Tevin,Coleman,HB,81,94,92,93,74,78,87,82,70,84,37,15,10,5,10,34,62,44,62,60,45,44,35,16,17,77,90,82,84,Right,26,73,210,24,4/16/1993,3,Indiana,3,9,4,2,3219372,745244,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Devonta,Freeman,HB,88,92,91,94,71,91,88,79,73,87,25,35,30,20,15,21,52,48,51,54,45,45,25,10,10,76,96,94,78,Right,24,68,206,25,3/15/1992,4,Florida State,4,7,6,6,41250000,18297000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Terron,Ward,HB,66,87,89,83,72,78,76,86,59,81,32,24,25,15,10,31,38,32,34,32,35,34,22,13,10,75,92,89,78,Right,28,67,201,25,2/15/1992,3,Oregon State,15,63,2,1,1140000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Matt,Bryant,K,69,56,64,51,42,25,40,10,27,32,31,35,30,25,20,16,32,15,32,32,15,15,19,96,96,10,79,80,60,Right,3,69,203,42,5/29/1975,16,Baylor,15,63,3,1,8500000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Martin,Ifedi,LE,53,76,85,72,72,15,55,35,39,80,26,6,6,6,6,19,45,49,45,45,45,45,75,22,19,10,87,77,71,Right,96,75,275,26,9/4/1991,3,Memphis,7,35,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Takkarist,McKinley,LE,65,84,88,86,81,40,46,29,48,80,15,6,6,6,6,18,45,45,45,45,45,45,76,24,19,30,82,87,83,Right,98,75,240,22,11/2/1995,1,UCLA,1,26,4,4,10216792,9013592,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Brooks,Reed,LE,77,82,88,78,76,35,60,55,39,67,28,6,6,6,6,40,45,45,45,45,45,45,84,25,25,11,90,87,88,Right,50,75,254,30,2/28/1987,7,Arizona,2,10,5,3,22500000,6900000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Sean,Harlow,LG,62,67,80,63,86,27,24,40,28,75,26,6,6,6,6,26,76,78,97,96,95,93,34,25,25,10,83,89,84,Right,64,76,294,22,3/28/1995,1,Oregon State,4,40,4,4,2954304,554304,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Andy,Levitre,LG,88,58,78,61,88,20,40,10,12,25,29,6,6,6,6,9,88,82,88,95,82,91,25,9,14,10,88,95,90,Right,67,74,303,31,5/15/1986,9,Oregon State,2,19,4,2,23250000,5500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Vic,Beasley Jr,LOLB,83,88,89,87,84,29,45,39,58,92,20,6,6,6,6,25,45,45,45,45,45,45,78,37,30,10,83,90,73,Right,44,75,246,25,7/8/1992,3,Clemson,1,8,4,2,14495228,14495228,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,De'Vondre,Campbell,LOLB,74,85,87,87,70,31,45,28,56,83,24,6,6,6,6,21,23,29,45,45,45,45,83,20,20,10,86,90,85,Right,59,76,233,24,7/1/1993,2,Minnesota,4,19,4,3,2905528,565528,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Jake,Matthews,LT,83,70,84,71,86,33,45,37,40,76,25,6,6,6,6,24,82,72,87,92,84,84,45,22,20,10,91,98,87,Right,70,77,307,25,2/11/1992,4,Texas A&M,1,6,5,2,16429500,16429500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Deion,Jones,MLB,83,89,90,87,73,29,54,27,61,83,25,6,6,6,6,24,20,26,44,43,44,44,82,19,19,10,82,87,78,Right,45,73,222,23,11/4/1994,2,LSU,2,20,4,3,4545640,2612540,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,LaRoy,Reynolds,MLB,61,85,90,76,82,35,60,44,60,88,30,6,6,6,6,30,45,45,45,45,45,45,78,20,20,10,85,88,76,Right,53,73,240,27,11/3/1990,5,Virginia,15,63,1,1,1250000,250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Jordan,Tripp,MLB,64,84,90,85,71,35,65,55,67,88,29,6,6,6,6,15,45,45,45,45,45,45,75,19,19,15,85,90,88,Right,52,75,234,26,4/3/1991,4,Montana,5,43,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Matt,Bosher,P,69,78,76,67,58,35,55,45,35,65,45,30,30,25,20,45,25,19,20,20,19,19,39,92,88,10,85,92,84,Right,5,72,208,30,10/18/1987,7,Miami (Fla.),6,32,6,3,14500000,3031176,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Matt,Ryan,QB,96,72,81,69,63,59,65,30,30,55,94,98,94,88,89,89,15,20,30,20,40,30,30,25,25,10,92,98,94,Right,2,76,217,32,5/17/1985,10,Boston College,1,3,6,2,103750000,42000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Matt,Schaub,QB,84,64,70,53,64,20,60,20,28,44,82,85,76,72,73,82,19,21,19,19,21,21,23,22,14,10,93,80,85,Right,8,78,245,36,6/25/1981,14,Virginia,3,26,2,2,9000000,2500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Kurt,Benkert,QB,56,74,82,77,57,43,60,33,28,77,91,80,74,69,70,75,22,23,23,20,25,20,28,19,22,10,88,85,89,Right,6,75,219,22,7/17/1995,0,Virginia,15,63,3,3,1710000,0,45,45,0,0,3,2,0,3,0,0,-1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,-1,-1,1
Falcons,Adrian,Clayborn,RE,76,78,87,74,84,35,40,10,27,67,16,6,6,6,6,23,45,45,45,45,45,45,79,15,25,10,77,87,85,Right,99,75,280,29,7/6/1988,7,Iowa,1,20,2,1,8500000,2500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Jack,Crawford,RE,71,80,87,65,77,29,40,30,30,82,19,6,6,6,6,20,45,45,45,45,45,45,77,15,15,10,75,84,92,Right,95,77,281,29,9/7/1988,6,Penn State,5,30,3,3,9900000,3000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Wes,Schweitzer,RG,55,67,82,60,81,17,25,21,12,55,25,6,6,6,6,20,73,78,88,65,91,76,32,18,21,10,82,89,92,Right,71,77,300,24,9/11/1993,2,San Jose State,6,35,4,3,2472380,132380,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Duke,Riley,ROLB,62,86,88,83,74,36,51,33,62,83,25,6,6,6,6,24,45,45,44,43,44,44,87,19,19,10,87,88,86,Right,42,73,224,23,8/9/1994,1,LSU,3,11,4,4,3517752,889752,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Sean,Weatherspoon,ROLB,70,85,87,83,76,45,58,33,66,88,18,6,6,6,6,20,45,45,45,45,45,45,77,14,12,10,95,84,77,Right,56,74,244,29,12/29/1987,8,Missouri,1,19,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Austin,Pasztor,RT,75,56,78,58,83,11,44,29,35,72,25,6,6,6,6,28,82,74,86,76,85,70,39,20,20,10,76,95,85,Left,68,79,306,27,11/26/1990,6,Virginia,15,63,1,1,855000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Ty,Sambrailo,RT,72,60,76,66,79,10,44,15,35,78,25,6,6,6,6,25,71,76,78,84,74,81,39,40,34,10,72,90,87,Right,74,77,313,25,3/10/1992,3,Colorado State,2,27,4,2,3845956,1949422,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Ryan,Schraeder,RT,88,67,81,62,87,18,25,10,22,72,14,6,6,6,6,15,86,87,79,80,73,77,34,12,22,10,87,92,82,Right,73,79,300,29,5/4/1988,5,Valdosta State,15,63,6,5,31500000,7500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Kemal,Ishmael,SS,72,85,92,82,67,40,65,50,71,86,62,35,30,25,25,55,45,45,45,45,45,45,77,25,25,30,87,89,75,Right,36,72,216,26,5/6/1991,5,Central Florida,7,51,1,1,2000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Quincy,Mauger,SS,52,86,90,87,63,63,52,51,58,89,21,6,6,6,6,22,45,45,45,45,45,45,64,17,19,54,88,90,80,Right,41,72,206,22,3/4/1995,1,Georgia,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Keanu,Neal,SS,79,87,88,88,76,61,65,48,70,89,34,15,15,15,6,23,22,30,44,43,43,43,75,21,18,76,91,90,93,Right,22,72,211,22,7/26/1995,2,Florida,1,17,4,3,10737646,10737646,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Sharrod,Neasman,SS,52,83,91,85,78,60,55,55,68,87,15,6,6,6,6,19,45,45,45,45,45,45,71,14,13,40,88,88,78,Right,20,72,206,26,10/14/1991,2,Florida Atlantic,15,63,2,1,990000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Josh,Harris,TE,62,77,86,81,64,35,71,53,55,80,25,10,10,10,10,24,66,60,66,64,74,69,52,23,13,10,80,95,85,Right,47,73,232,28,4/27/1989,6,Auburn,15,63,5,2,3505000,500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Austin,Hooper,TE,73,82,88,81,73,63,72,71,79,86,26,15,10,6,10,18,70,70,57,57,62,61,34,21,19,18,87,90,88,Right,81,76,251,23,10/29/1994,2,Stanford,3,17,4,3,3165524,747524,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Eric,Saubert,TE,55,83,88,78,73,72,75,70,75,85,20,15,10,6,10,32,58,62,58,54,63,61,30,26,22,10,85,91,83,Right,85,77,253,23,5/1/1994,1,Drake,5,46,4,4,2627400,227400,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Levine,Toilolo,TE,79,76,84,74,74,41,76,70,77,84,30,15,10,6,10,28,57,57,65,64,71,65,52,22,19,10,86,79,75,Right,80,80,265,26,7/30/1991,5,Stanford,4,37,3,3,12000000,4500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Devin,Fuller,WR,55,93,89,90,56,72,69,27,74,84,27,15,10,6,10,23,40,40,55,54,65,64,27,14,22,80,88,88,78,Right,13,72,194,23,1/29/1994,2,UCLA,7,46,4,3,2413784,73784,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Taylor,Gabriel,WR,82,95,95,94,60,80,73,31,86,95,35,35,31,31,42,34,32,55,21,21,25,24,25,22,24,82,88,87,55,Right,18,68,166,26,2/17/1991,4,Abilene Christian,15,63,1,1,2746000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Marvin,Hall,WR,62,92,93,93,65,78,70,37,78,92,48,44,40,34,35,46,38,44,45,29,45,40,26,23,22,68,88,86,93,Right,17,70,193,24,4/10/1993,2,Washington,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Justin,Hardy,WR,69,87,90,92,63,81,67,59,84,87,35,15,10,6,10,35,35,57,38,35,49,52,25,30,30,72,90,92,83,Right,14,70,192,26,12/18/1991,3,East Carolina,4,11,4,2,2820820,540820,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Julio,Jones,WR,99,94,92,95,78,89,79,74,98,97,45,15,10,6,10,35,50,65,58,54,65,60,44,25,15,68,93,89,95,Right,11,75,220,28,2/8/1989,7,Alabama,1,6,6,4,71250000,35500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Andre,Roberts,WR,79,89,90,91,47,85,65,50,79,85,38,15,10,6,10,32,30,46,29,29,28,25,29,22,15,84,89,93,75,Right,19,71,194,29,1/9/1988,8,The Citadel,3,24,1,1,1800000,750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Mohamed,Sanu Sr,WR,85,88,89,87,75,73,77,74,93,88,77,49,52,65,35,66,47,62,45,43,59,57,47,64,49,77,93,92,85,Right,12,74,210,28,8/22/1989,6,Rutgers,3,19,5,4,32500000,14000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Falcons,Nick,Williams,WR,75,86,89,91,43,74,77,35,81,91,35,15,10,6,10,28,32,46,30,30,35,35,37,28,24,78,88,92,75,Right,15,70,184,27,11/23/1990,5,Connecticut,15,63,2,1,1290000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Brett,Jones,C,56,68,74,58,84,24,36,30,29,74,24,6,6,6,6,21,77,75,77,76,80,78,41,20,20,9,83,86,78,Right,69,74,315,26,7/29/1991,5,Regina (Canada),15,63,3,1,1575000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Weston,Richburg,C,89,69,80,59,89,12,22,20,30,75,30,6,6,6,6,30,89,82,82,85,81,84,35,25,21,10,88,92,87,Right,70,76,299,26,7/9/1991,4,Colorado State,2,11,4,1,4877346,2928861,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Eli,Apple,CB,71,92,92,90,67,60,63,26,68,87,27,6,6,6,6,26,18,25,43,44,43,44,51,18,17,65,90,90,84,Right,24,73,200,22,8/9/1995,2,Ohio State,1,10,4,3,15152260,15152260,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Ross,Cockrell,CB,82,90,93,87,57,64,65,36,70,92,36,6,6,6,6,36,45,45,45,45,45,45,57,26,26,49,91,93,79,Right,37,72,191,26,8/6/1991,4,Duke,4,13,1,1,1100000,100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Donte,Deayon,CB,61,87,88,92,54,75,63,36,69,89,26,15,10,10,10,25,35,35,35,35,35,35,59,20,15,73,90,88,88,Right,38,69,162,23,1/28/1994,2,Boise State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Brandon,Dixon,CB,59,91,90,85,66,65,68,35,58,84,35,6,6,6,6,27,45,45,40,44,40,44,51,25,25,50,87,90,94,Right,25,71,203,27,4/26/1990,4,Northwest Missouri State,6,19,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Janoris,Jenkins,CB,90,91,93,95,53,85,54,30,77,86,12,6,6,6,6,15,45,40,40,35,40,40,67,12,10,75,94,89,90,Right,20,70,194,29,10/29/1988,6,North Alabama,2,7,5,4,62500000,28800000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Darryl,Morris,CB,64,93,94,88,57,62,60,25,56,89,21,6,6,6,6,25,45,45,45,45,45,45,55,14,17,62,87,92,74,Right,23,70,187,27,9/4/1990,5,Texas State,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Dominique,Rodgers-Crom.,CB,91,93,91,92,51,80,62,30,78,96,40,6,6,6,6,40,45,45,45,45,45,45,43,25,25,74,92,86,65,Right,41,74,204,31,4/7/1986,10,Tennessee State,1,16,5,2,35000000,11980000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Jay,Bromley,DT,64,70,83,69,85,15,20,25,30,79,25,6,6,6,6,25,45,45,45,45,45,45,74,20,20,10,74,95,75,Right,96,75,310,25,5/28/1992,4,Syracuse,3,10,4,1,3003876,643876,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Damon,Harrison,DT,95,54,76,64,93,20,30,39,30,73,30,6,6,6,6,30,45,45,45,45,45,45,94,20,20,10,80,90,78,Right,98,76,346,29,11/29/1988,6,William Penn,15,63,5,4,46250000,20000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Robert,Thomas,DT,58,62,77,47,94,10,40,25,28,65,14,6,6,6,6,13,45,45,45,45,45,45,75,17,11,10,69,84,76,Right,99,74,328,26,2/18/1991,4,Arkansas,15,63,1,1,540000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Dalvin,Tomlinson,DT,68,66,79,61,85,24,27,37,34,68,23,6,6,6,6,21,45,45,44,45,46,45,86,17,17,14,78,88,87,Right,94,75,315,23,2/28/1994,1,Alabama,2,23,4,4,4572102,2602987,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Rhett,Ellison,FB,74,81,87,73,76,57,74,60,74,81,26,15,10,6,10,29,70,71,64,72,75,83,48,14,12,35,85,80,72,Right,85,77,253,29,10/3/1988,6,USC,4,32,4,4,18000000,8000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Shane,Smith,FB,60,79,87,85,84,68,72,76,68,87,27,20,20,15,15,28,65,51,69,65,67,55,36,19,19,32,86,92,79,Right,43,74,243,24,8/21/1993,1,San Jose State,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Andrew,Adams,FS,73,88,92,84,72,58,59,51,60,83,22,6,6,6,6,22,45,45,45,45,45,45,68,21,21,60,88,88,82,Right,33,71,204,25,10/28/1992,2,Connecticut,15,63,3,2,1620000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Darian,Thompson,FS,64,86,89,85,66,60,79,48,78,83,26,15,10,10,15,25,20,26,44,43,44,43,76,20,19,48,88,88,82,Right,27,74,211,24,9/22/1993,2,Boise State,3,7,4,3,3457136,837136,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Orleans,Darkwa,HB,77,90,90,89,74,63,86,88,54,89,30,35,30,20,15,30,65,49,55,54,49,47,42,25,25,75,89,88,84,Right,26,72,217,25,2/28/1992,4,Tulane,15,63,1,1,1100000,200000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Wayne,Gallman,HB,65,89,87,82,75,73,86,86,66,75,35,5,5,5,5,33,52,43,39,37,37,38,36,22,21,64,91,89,82,Right,22,72,210,23,10/1/1994,1,Clemson,4,44,4,4,2819648,419648,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Paul,Perkins,HB,78,89,89,90,65,79,86,66,65,84,31,30,25,15,10,28,52,43,49,47,44,43,33,21,20,62,86,85,80,Right,28,71,211,23,11/16/1994,2,UCLA,5,21,4,3,2592548,252548,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Shane,Vereen,HB,83,88,89,92,71,86,88,53,70,79,65,35,30,20,15,46,45,32,35,48,30,30,34,28,22,81,88,87,85,Right,34,70,205,28,3/2/1989,7,California,2,24,3,1,12350000,4750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Giants,Saquon,Barkley,HB,71,93,93,91,82,86,88,77,71,94,36,35,30,20,20,39,49,37,44,37,44,37,40,47,21,83,93,93,93,Right,26,72,233,21,2/7/1997,0,Penn State,1,2,4,4,31194752,20767092,45,45,0,0,3,0,2,0,0,2,-1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1
Giants,Aldrick,Rosas,K,53,68,66,68,30,18,31,12,27,59,36,31,26,21,26,45,20,20,15,15,15,15,28,89,80,10,86,83,52,Right,2,74,208,22,12/30/1994,2,Southern Oregon,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
