PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PTSA,PVSB,PCON,TotPerYearAvg,NoBonPerYrAvg,PKAC,PACC,PMPC,PHED,PGID,TGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,PPOS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,2,4,2,4,18,Allen,Bailey,72,0,1,72,72,10,67,0,4,1394,9,1394,72,25,0,0,88,2,0,0,23,0,0,67,2,22,1009,92,68,23,27,0,3,29,0,0,0,0,0,0,0,115,45,100,2,2,0,45,0,0,97,2,0,1,87,0,3,21,19,72,3,0,30,0,1,88,19,80,69,49,0,0,0,0,5,10,19,5,20,10,25,10,20,0,11,12,15,5,20,10,72,0,75,128,1023,3,0,-31,0,0,70
45,3,3,3,3,17,Jake,O'Connell,72,0,1,72,72,16,81,0,5,1743,9,1743,80,28,0,0,84,2,0,0,74,0,0,84,0,28,1009,82,59,39,46,1,3,57,0,2,0,0,0,0,0,116,45,100,0,0,0,0,0,0,85,1,0,1,73,0,7,36,16,77,5,0,65,0,0,78,14,70,71,65,0,0,0,0,0,10,44,5,15,5,20,5,15,0,4,6,10,0,10,10,72,0,75,90,1023,18,0,-31,0,0,91
45,3,3,3,3,21,Jerrell,Powe,72,0,1,72,72,19,73,0,4,1746,9,1746,55,27,0,0,84,1,0,0,21,0,0,56,2,31,1009,88,75,24,31,0,3,23,0,0,0,2,2,2,2,159,45,100,0,0,0,0,0,0,95,2,0,1,54,0,6,27,18,56,3,0,22,0,1,95,19,91,71,50,0,0,0,0,10,15,4,15,15,10,20,15,20,0,12,11,20,10,35,10,72,0,74,171,1023,3,0,-31,0,0,54
45,1,1,1,1,13,Mario,Harvey,72,0,1,72,72,14,84,0,1,380,10,380,89,26,2,1,83,2,0,0,48,0,0,79,2,33,1009,79,76,26,34,0,3,26,0,0,0,3,3,3,3,110,42,100,0,3,0,75,0,0,54,2,0,1,56,0,15,17,22,64,3,0,49,0,1,91,13,73,66,58,0,2,0,2,10,10,29,10,10,10,10,10,15,0,14,14,10,5,25,10,72,0,72,104,641,12,0,-31,0,0,84
45,2,2,2,2,13,A.Q.,Shipley,72,0,1,72,72,14,74,0,6,400,10,400,55,27,0,0,80,2,0,0,19,0,0,67,0,17,11,86,20,76,77,0,3,22,0,4,0,0,0,0,0,164,45,100,0,0,0,0,0,0,62,2,0,1,77,0,7,18,30,61,5,0,24,0,0,95,11,86,70,58,0,0,0,0,15,10,14,10,20,5,10,15,15,0,7,7,20,20,30,10,72,0,73,149,999,8,0,-31,0,0,166
45,4,3,4,3,16,Antonio,Johnson,72,0,1,72,72,4,78,0,10,665,10,665,67,29,0,0,82,2,0,0,35,0,0,65,2,63,1009,85,74,26,34,0,12,24,0,0,0,0,0,0,0,121,45,100,2,2,4,55,0,0,99,2,0,1,85,0,15,13,34,70,6,0,39,0,1,82,9,82,78,70,0,0,0,0,10,10,9,10,20,10,10,10,25,0,12,10,10,10,20,10,72,0,75,150,1023,0,0,-31,0,0,14
45,3,3,3,3,16,Bradley,Sowell,72,0,1,72,72,12,67,0,7,688,10,688,58,24,0,0,78,2,0,0,17,0,0,73,0,33,1009,78,18,80,80,0,11,12,0,2,0,0,0,0,0,159,45,100,0,0,4,15,0,0,60,2,0,1,63,0,15,17,0,53,2,0,14,0,0,90,15,86,67,50,2,2,2,2,5,10,29,10,15,5,15,10,10,0,9,9,15,10,40,10,72,0,79,160,999,5,0,-31,0,0,327
45,4,4,4,4,17,Clifton,Geathers,72,0,1,72,72,14,67,0,3,1494,10,1494,67,26,0,0,69,2,0,0,19,0,0,76,2,17,17,78,66,30,40,0,12,12,0,0,0,0,0,0,0,176,45,100,2,2,4,40,0,0,66,2,0,1,70,0,6,15,33,72,4,0,23,0,1,95,13,83,70,57,0,0,0,0,10,10,19,10,15,10,20,10,20,0,11,12,20,15,15,10,72,0,79,165,999,7,0,-31,0,0,18
11,4,4,4,4,22,Donnie,Avery,72,0,1,72,72,20,95,0,4,12051,10,12051,96,29,0,0,64,1,0,0,78,0,0,94,2,24,1009,67,20,26,30,0,0,39,0,0,9,0,0,0,0,80,36,100,2,2,0,0,0,0,81,1,0,1,84,0,2,25,0,85,6,0,79,0,1,99,21,44,80,76,0,0,0,0,0,5,54,0,10,10,5,0,10,0,3,3,0,0,5,5,72,0,71,23,308,90,0,-31,0,0,31
45,3,3,3,3,17,Tony,Hills,72,0,1,72,72,13,73,0,4,15451,10,15451,62,29,0,0,69,1,0,0,19,0,0,63,2,31,1009,77,20,84,77,0,3,18,0,0,0,0,0,0,0,214,45,100,0,0,0,0,0,0,78,1,0,1,72,0,4,10,34,55,6,0,22,0,0,95,11,84,70,58,0,0,0,0,15,10,39,10,20,5,20,10,20,0,5,8,20,10,25,15,72,0,77,144,1023,5,0,-31,0,0,61
45,2,2,2,2,15,Seth,Olsen,72,0,1,72,72,14,64,0,7,16110,10,16110,57,28,0,0,85,1,0,0,23,0,0,61,0,32,1009,83,24,82,78,0,3,20,0,4,0,2,2,2,2,89,45,100,0,0,0,0,0,0,73,1,0,1,61,0,4,19,15,42,5,0,16,5,0,95,13,85,71,60,0,0,0,0,15,10,19,20,15,5,20,15,10,0,6,6,25,15,30,10,72,0,77,145,1023,7,0,-31,0,0,153
45,2,2,2,2,11,Darrion,Weems,72,0,1,72,72,14,55,0,4,839,11,839,50,25,0,0,75,2,0,0,14,0,0,53,2,33,1009,77,14,79,87,0,3,11,0,0,0,2,2,2,2,160,26,100,0,0,0,0,0,0,77,0,0,1,61,0,15,15,16,49,2,0,16,0,0,99,14,89,67,50,3,0,3,0,5,10,19,5,15,5,10,5,15,1,5,5,10,5,10,10,72,0,77,142,999,3,0,-31,0,0,39
45,4,4,4,4,17,Dwayne,Harris,72,0,1,72,72,18,91,0,10,1406,11,1406,85,26,0,0,91,1,0,0,84,0,0,86,2,6,1009,87,21,29,31,0,8,48,6,0,0,0,0,0,0,54,35,100,0,0,2,0,0,0,17,2,0,1,90,0,6,20,6,81,3,0,56,0,1,97,15,62,72,47,0,0,0,0,0,5,39,10,10,10,5,10,10,0,3,3,5,5,10,5,72,0,70,48,1023,47,0,-31,0,0,98
45,3,3,3,3,13,Andre,Holmes,72,0,1,72,72,12,92,0,4,1482,11,1482,92,26,0,1,72,1,0,0,71,0,0,88,2,10,1009,90,23,27,38,0,1,61,0,0,0,0,0,0,0,265,45,100,6,6,0,0,0,0,15,2,0,1,81,0,6,18,14,93,3,0,53,0,1,84,11,64,71,45,0,0,0,0,0,5,64,0,15,10,10,0,15,0,3,3,5,0,5,5,72,0,76,50,1023,64,0,-31,0,0,15
45,2,2,2,2,17,Matt,Johnson,72,0,1,72,72,15,90,0,5,14761,11,14761,89,24,0,0,79,2,0,0,51,0,0,88,2,63,1009,81,59,22,32,0,7,19,0,2,0,7,7,8,8,59,45,100,0,0,0,0,0,0,37,2,0,1,76,0,4,19,5,78,2,0,62,0,1,95,20,64,67,53,3,0,3,0,0,10,54,0,10,10,15,0,15,0,17,16,10,0,10,10,72,0,73,55,999,30,0,-31,0,0,300
45,3,3,3,3,17,Nate,Garner,72,0,1,72,72,12,65,0,6,1386,12,1386,55,28,0,0,88,1,0,0,20,0,0,52,0,4,1009,78,23,78,82,0,3,19,0,2,0,0,0,0,0,10,45,100,0,0,0,0,0,0,75,0,0,1,87,0,7,22,6,47,6,0,28,0,0,96,10,90,75,68,2,2,2,2,10,15,24,10,20,5,20,5,20,0,8,6,10,10,25,15,72,0,79,165,1023,4,0,-31,0,0,8
45,3,3,3,3,22,Jimmy,Wilson,72,0,1,72,72,17,92,0,0,1449,12,1449,91,27,2,1,81,2,0,0,58,0,0,88,2,10,1009,87,55,20,26,0,7,19,0,0,0,8,8,8,8,124,38,100,0,0,2,0,0,0,27,2,0,1,87,0,4,18,22,85,3,0,60,0,1,88,16,56,72,58,0,0,0,0,0,10,49,0,10,10,5,5,15,0,17,16,5,0,10,10,72,0,70,25,1023,72,0,-31,0,0,99
45,1,1,1,1,50,Jonathan,Freeny,72,0,1,72,72,50,86,0,0,1593,12,1593,81,24,0,0,50,2,0,0,41,0,0,82,2,63,1009,50,70,50,50,0,12,20,0,0,0,0,0,0,0,175,45,100,0,0,4,0,0,0,59,2,0,1,81,0,15,50,33,78,3,0,37,0,1,95,50,73,69,55,0,2,0,2,12,10,4,10,15,4,25,10,13,0,15,10,14,10,4,10,72,0,75,125,999,50,0,-31,0,0,186
45,4,4,4,4,16,Bryan,McCann,72,0,1,72,72,14,92,0,4,12183,12,12183,95,26,2,1,84,1,0,0,44,0,0,85,2,37,1009,84,42,23,30,0,1,20,0,0,0,8,9,8,9,192,45,100,2,2,2,40,0,0,29,2,0,1,70,0,15,19,7,83,4,0,64,0,1,92,18,55,67,60,0,2,0,2,0,10,54,0,15,6,15,0,15,0,16,1,15,0,10,5,72,0,71,25,999,30,0,-31,0,0,26
45,4,3,4,3,14,Jason,Trusnik,72,0,1,72,72,13,85,0,4,12213,12,12213,76,30,0,0,70,1,0,0,36,0,0,76,0,34,1009,88,75,29,34,0,3,31,0,2,0,0,0,0,0,265,45,100,0,0,0,0,0,0,93,2,0,1,65,0,4,10,26,61,7,0,52,0,1,90,20,75,74,74,0,0,0,0,0,10,44,0,15,10,10,10,15,0,15,14,10,5,10,5,72,0,76,90,1023,6,0,-31,0,0,81
45,2,2,2,2,15,Austin,Spitler,72,0,1,72,72,12,82,0,5,16008,12,16008,82,27,0,1,79,2,0,0,53,0,0,77,0,63,1009,88,83,29,36,0,3,30,0,2,0,2,2,2,2,156,45,100,0,0,0,0,0,0,53,2,0,1,61,0,15,16,13,59,4,0,61,0,1,100,17,70,70,62,0,2,0,2,5,10,39,0,10,10,5,15,15,0,14,13,10,5,15,10,72,0,74,83,1023,3,0,-31,0,0,3
45,3,3,3,3,14,Matt,Tennant,72,0,1,72,72,15,63,0,7,506,13,506,59,26,0,0,85,1,0,0,22,0,0,63,2,33,1009,79,24,77,79,0,12,21,0,2,0,0,0,0,0,20,45,100,0,0,4,0,0,0,68,2,0,1,87,0,15,17,15,53,4,0,23,0,0,93,14,85,69,58,0,0,0,0,15,10,29,10,15,5,15,15,15,0,7,8,10,15,20,15,72,0,76,140,999,4,0,-31,0,0,174
45,2,3,2,3,22,LeSean,McCoy,72,0,1,72,72,11,96,1,4,547,13,547,93,25,2,1,83,2,0,0,85,0,0,96,1,20,1009,87,29,34,35,0,7,63,7,0,0,7,0,0,0,166,45,100,0,0,0,0,0,0,25,1,0,1,90,0,3,27,4,82,5,0,71,6,1,57,18,67,84,87,0,0,0,0,0,10,39,5,15,10,10,5,20,0,1,1,10,5,10,10,72,0,71,48,355,88,0,-31,0,0,209
45,0,0,0,0,37,Alex,Henery,72,0,1,72,72,89,75,0,7,700,13,700,72,26,0,0,82,2,0,0,14,0,0,66,0,63,1009,92,16,11,18,0,0,15,0,2,1,8,0,0,0,142,45,100,2,2,2,78,0,0,6,2,0,1,95,0,15,42,10,40,3,0,25,0,1,75,92,42,85,60,0,0,0,0,0,0,64,0,10,10,10,0,5,0,19,19,5,0,5,0,72,0,73,17,460,2,0,-31,0,0,328
45,2,2,2,2,17,Dallas,Reynolds,72,0,1,72,72,15,59,0,7,819,13,819,52,29,0,0,86,2,0,0,18,0,0,65,0,33,1009,75,20,82,75,1,3,24,0,2,0,2,2,2,2,26,45,100,0,0,0,0,0,0,66,2,0,1,65,0,15,15,29,57,5,0,19,0,0,95,15,87,70,64,0,0,0,0,15,10,9,10,20,5,20,10,15,0,7,7,10,10,20,10,72,0,76,160,1023,0,0,-31,0,0,175
45,2,2,2,2,16,Akeem,Jordan,72,0,1,72,72,10,84,0,4,1004,13,1004,83,28,0,0,76,1,0,0,48,0,0,81,2,33,1009,91,74,31,43,0,8,34,0,0,10,0,0,0,0,91,45,100,0,0,0,0,0,0,56,2,0,1,80,0,15,22,31,58,7,0,60,0,1,98,16,71,76,69,3,3,3,3,0,10,39,0,10,10,0,0,10,0,13,13,10,0,20,5,72,0,73,70,1023,29,0,-31,0,0,280
45,2,2,2,2,14,Emmanuel,Acho,72,0,1,72,72,20,84,0,4,1188,13,1188,82,23,0,0,90,2,0,0,40,0,0,72,0,33,1009,82,72,19,29,0,12,38,0,0,0,0,0,0,0,214,45,100,5,5,4,0,0,0,57,2,0,1,57,0,6,33,10,78,2,0,26,0,1,95,15,76,68,56,0,0,0,0,0,10,49,5,10,10,20,10,10,0,14,14,10,5,5,10,72,0,74,85,1023,0,0,-31,0,0,16
45,3,2,3,2,19,Dennis,Kelly,72,0,1,72,72,10,60,0,9,1563,13,1563,57,23,0,0,85,2,0,0,25,0,0,62,0,18,1009,80,25,78,84,0,3,19,0,2,0,0,2,0,2,169,25,100,0,0,0,1,1,0,70,0,0,1,76,0,5,19,15,31,2,0,47,8,1,55,11,85,69,51,2,2,2,2,15,10,34,15,10,5,10,10,20,0,8,9,10,15,20,10,72,0,80,161,1023,5,0,-31,0,0,151
45,0,0,0,0,37,Chris,Polk,72,0,1,72,72,15,85,1,5,1631,13,1631,84,24,0,0,85,1,0,0,65,0,0,82,2,33,12,81,29,33,40,0,8,68,0,0,0,4,6,4,6,252,34,100,0,0,0,0,0,0,32,2,0,1,80,0,15,34,38,65,2,0,73,0,1,84,17,68,68,57,2,2,2,2,0,5,44,0,10,10,15,5,10,0,1,1,10,5,25,5,72,0,71,62,6,37,0,-31,0,0,69
45,4,4,4,4,15,Ryan,Rau,72,0,1,72,72,15,82,0,9,17060,13,17060,84,23,0,0,76,1,0,0,41,0,0,89,2,63,1009,85,69,28,35,0,7,24,9,2,0,0,0,0,0,167,45,100,0,0,0,0,0,0,47,2,0,1,59,0,15,22,35,78,2,0,39,1,1,83,19,68,66,45,0,0,0,0,5,10,49,5,10,10,15,5,15,0,15,2,10,5,15,10,72,0,73,70,999,18,0,-31,0,0,165
45,2,4,2,4,18,Lawrence,Sidbury,72,0,1,72,72,10,88,0,5,846,14,846,84,28,2,0,71,1,0,0,44,0,0,78,2,6,1009,90,68,34,40,0,12,29,0,0,0,0,0,0,0,172,40,100,1,1,4,40,0,0,90,2,0,1,93,0,5,21,12,86,5,0,53,0,1,77,11,71,72,66,3,0,3,0,0,10,34,5,15,10,5,10,20,0,15,12,20,5,10,10,72,0,75,101,1023,15,0,-31,0,0,363
45,4,4,4,4,14,Peria,Jerry,72,0,1,72,72,12,84,0,5,12069,14,12069,68,29,0,0,88,2,0,0,18,0,0,64,2,8,1009,86,74,27,31,0,8,22,0,0,0,0,0,0,0,159,45,100,3,3,0,75,0,0,94,2,0,1,84,0,4,16,23,67,5,0,27,0,1,95,15,83,77,63,0,0,0,0,10,5,14,10,10,10,20,15,10,0,12,12,15,15,30,10,72,0,74,135,1023,5,0,-31,0,0,85
45,2,2,2,2,27,Travian,Robertson,72,0,1,72,72,16,64,0,4,12086,14,12086,61,25,0,0,58,2,0,0,20,0,0,65,2,63,1009,70,75,29,22,0,12,24,0,0,0,0,0,0,0,176,45,100,0,0,4,0,0,0,92,2,0,1,91,0,7,32,24,52,2,0,22,0,1,95,26,84,68,53,3,0,3,0,15,10,24,10,15,10,15,15,15,1,12,11,10,15,35,10,72,0,76,144,1023,0,0,-31,0,0,18
45,4,4,4,4,14,Darius,Fleming,72,0,1,72,72,8,80,0,5,358,15,358,81,24,0,0,84,1,0,0,46,0,0,82,2,30,1009,88,75,32,38,1,3,28,0,0,0,8,8,8,8,152,45,100,0,0,0,0,0,0,50,1,0,1,73,0,5,17,5,69,2,0,57,0,1,91,10,76,70,49,0,2,0,2,0,10,34,5,15,10,10,0,10,0,13,14,10,5,10,10,72,0,74,95,1023,11,0,-31,0,0,363
45,4,4,4,4,18,Tavares,Gooden,72,0,1,72,72,15,91,3,4,409,15,409,86,29,0,0,68,1,0,0,50,0,0,86,2,9,1009,79,76,31,40,0,8,27,0,0,0,0,0,0,0,115,42,100,0,0,0,0,0,0,56,2,0,1,69,0,2,16,12,67,6,0,61,0,1,85,14,66,72,70,0,0,0,0,5,5,34,10,10,10,10,10,10,0,14,15,10,10,20,5,72,0,73,82,1023,13,0,-31,0,0,440
45,2,2,2,2,12,Larry,Grant,72,0,1,72,72,14,85,0,5,950,15,950,76,29,2,1,83,1,0,0,41,0,0,85,2,16,1009,92,82,29,33,0,3,28,0,0,0,0,0,0,0,156,41,100,5,5,0,0,0,0,54,2,0,1,87,0,3,14,12,64,6,0,55,0,1,90,19,69,77,76,0,0,0,0,5,5,29,0,10,10,0,5,10,0,14,15,10,5,20,5,72,0,73,91,1023,9,0,-31,0,0,190
45,4,4,4,4,12,Al,Netter,72,0,1,72,72,11,60,0,7,956,15,956,60,24,0,0,73,2,0,0,11,0,0,54,2,33,1009,77,10,80,80,0,7,9,0,2,0,2,2,2,2,151,45,100,2,2,2,55,0,0,65,2,0,1,68,0,15,13,26,49,2,0,18,0,1,86,16,87,66,50,2,2,2,2,15,10,19,10,15,10,10,10,15,0,5,18,10,10,20,10,72,0,78,150,394,5,0,-31,0,0,152
45,0,0,0,0,13,Garrett,Celek,72,0,1,72,72,15,77,0,7,1402,15,1402,80,25,0,0,80,2,0,0,74,0,0,81,0,63,1009,76,40,37,49,0,1,38,0,2,0,0,0,0,0,118,14,100,0,0,0,0,0,0,81,2,0,1,72,0,15,25,0,72,2,0,69,0,1,78,17,72,67,56,2,2,2,2,0,10,49,5,10,10,10,5,10,0,4,0,10,0,15,10,72,0,77,92,470,17,0,-31,0,1,170
45,4,4,4,4,19,Raymond,Ventrone,72,0,1,72,72,14,87,0,5,1702,15,1702,86,31,0,0,78,2,0,0,45,0,0,85,2,14,1009,90,68,20,21,0,11,18,0,0,0,8,8,8,8,239,45,100,3,3,4,50,0,0,41,2,0,1,88,0,5,21,14,88,8,0,22,0,1,95,15,55,69,59,0,0,0,0,5,5,39,5,10,10,5,10,10,0,17,17,5,5,10,10,72,0,70,40,1023,15,0,-31,0,0,337
45,2,2,2,2,28,Zack,Bowman,72,0,1,72,72,24,93,0,6,517,16,517,90,29,0,0,87,2,0,0,62,0,0,91,2,7,1,75,45,35,35,0,8,27,0,0,0,0,0,0,0,142,45,100,5,5,0,0,1,0,38,0,0,1,80,0,5,28,69,88,6,0,56,0,1,60,17,56,76,69,0,0,0,0,0,10,4,10,0,10,5,10,5,0,16,16,5,5,5,0,72,0,73,36,1023,65,0,-31,0,0,303
45,3,3,3,3,13,Selvish,Capers,72,0,1,72,72,18,70,0,5,1460,16,1460,61,28,0,0,77,2,0,0,19,0,0,68,1,24,1009,81,19,78,77,0,3,14,0,0,0,3,0,0,0,254,24,100,0,0,0,0,0,0,60,2,0,1,92,0,7,14,0,60,4,0,25,0,0,96,15,85,69,54,0,0,0,0,10,10,24,15,20,5,15,15,20,0,6,6,15,15,20,15,72,0,77,155,999,8,0,-31,0,0,92
45,4,4,4,4,15,Bear,Pascoe,72,0,1,72,72,15,74,0,4,1507,16,1507,67,28,0,0,97,2,0,0,73,0,0,67,0,18,1009,92,30,58,59,0,6,65,0,2,0,0,0,0,0,66,45,100,0,0,0,0,0,0,86,2,0,1,73,0,4,18,30,70,5,0,66,0,1,78,19,79,78,71,0,0,0,0,10,5,34,10,15,10,10,10,15,0,4,4,5,5,10,10,72,0,77,123,1023,6,0,-31,0,0,41
45,2,2,2,2,22,Will,Beatty,72,0,1,72,72,17,82,0,1,1510,16,1510,65,29,0,0,90,1,0,0,27,0,0,67,2,3,1009,68,11,88,86,2,3,10,0,0,0,0,0,0,0,227,26,100,0,0,0,0,0,0,65,2,0,1,60,0,3,19,0,31,5,0,35,0,0,98,19,82,78,64,0,0,0,0,10,10,19,10,20,5,20,10,15,0,5,5,15,5,10,10,72,0,78,159,1023,5,0,-31,0,0,90
45,4,4,4,4,27,J.T.,Thomas,72,0,1,72,72,32,86,0,4,227,17,227,81,25,0,0,84,2,0,0,47,0,0,84,1,11,1009,90,79,31,53,0,8,10,4,0,0,8,8,8,8,254,45,100,0,0,2,0,1,0,97,0,0,1,66,0,4,14,35,63,3,0,39,0,1,90,25,70,75,60,0,0,0,0,5,10,29,5,10,10,15,5,15,0,13,13,20,5,20,15,72,0,73,78,1023,0,0,-31,0,0,60
45,4,4,4,4,25,Sam,Young,72,0,1,72,72,20,59,0,7,871,17,871,54,27,0,0,68,2,1,1,22,0,0,48,2,10,1009,93,17,81,82,0,12,10,0,3,0,2,2,2,2,152,45,100,0,0,4,0,0,0,71,2,0,1,61,0,6,26,47,55,4,0,30,0,0,95,20,83,73,70,2,2,2,2,10,10,34,10,15,5,20,10,15,0,6,5,15,15,25,10,72,0,80,156,999,10,0,-31,0,0,157
45,3,3,3,3,14,Michael,Brewster,72,0,1,72,72,14,69,0,4,895,17,895,57,24,0,0,75,2,0,0,15,0,0,62,2,33,1009,80,19,79,78,0,12,15,0,4,0,2,2,2,2,156,24,100,0,0,4,0,0,0,60,2,0,1,77,0,15,14,14,46,2,0,22,0,0,88,15,88,68,48,0,0,0,0,10,10,24,10,15,5,15,10,10,0,6,5,10,10,30,10,72,0,76,145,999,7,0,-31,0,0,176
45,2,2,2,2,19,Taylor,Price,72,0,1,72,72,18,89,0,0,1123,17,1123,92,26,0,1,68,1,0,0,72,0,0,81,1,16,1009,87,20,28,32,0,0,49,5,0,0,0,0,0,0,155,35,100,0,0,0,0,0,0,15,2,0,1,75,0,3,17,21,88,4,0,77,2,1,93,17,54,68,49,0,0,0,0,0,5,49,0,10,10,10,5,15,0,3,3,10,0,5,5,72,0,72,45,1023,60,0,-31,0,0,218
45,2,2,2,2,37,Jalen,Parmele,72,0,1,72,72,16,96,0,0,1784,17,1784,91,28,0,0,77,2,0,0,53,0,0,85,2,10,3,86,35,43,37,0,7,70,0,0,0,0,0,0,0,218,45,100,0,0,0,0,0,0,34,2,0,1,85,0,6,39,40,87,6,0,65,0,1,95,15,66,70,53,2,2,2,2,0,10,44,0,10,10,15,0,15,0,1,1,10,0,10,10,72,0,71,65,609,40,0,-31,1,0,296
45,3,3,3,3,19,Antonio,Allen,72,0,1,72,72,16,87,0,4,569,18,569,88,25,2,1,90,2,0,0,45,0,0,84,2,33,1009,89,79,29,40,0,7,30,0,0,0,8,0,8,0,176,45,100,0,0,0,0,0,0,39,2,0,1,77,0,7,17,31,82,2,0,51,0,1,93,18,73,68,48,0,4,0,4,0,10,49,5,10,10,5,5,15,0,18,18,10,0,10,5,72,0,73,50,90,28,0,-31,0,0,311
45,0,0,0,0,25,Robert,Malone,72,0,1,72,72,92,70,0,7,701,18,701,70,25,0,0,68,1,0,0,27,0,0,71,0,33,1009,83,30,17,24,0,0,20,0,2,0,0,0,0,0,66,45,100,2,2,2,78,0,0,3,2,0,1,92,0,15,39,7,62,4,0,25,0,1,99,86,62,83,66,0,0,0,0,0,5,54,0,5,10,10,0,10,0,20,20,10,0,0,5,72,0,73,55,479,0,0,-31,0,0,450
45,2,2,2,2,15,Marcus,Dixon,72,0,1,72,72,18,78,0,4,741,18,741,63,29,1,0,72,2,0,0,23,0,0,60,2,2,1009,88,74,31,39,0,8,22,0,0,0,0,0,0,0,74,45,100,0,0,0,0,0,0,94,2,0,1,76,0,3,18,19,70,4,0,29,0,1,85,18,84,75,58,0,0,0,0,10,10,24,0,10,10,10,10,15,0,11,11,10,10,15,10,72,0,76,135,999,4,0,-31,0,0,11
45,4,4,4,4,14,Jeff,Cumberland,72,0,1,72,72,14,82,0,5,1741,18,1741,84,26,0,0,74,1,0,0,68,0,0,77,2,6,1,90,29,53,52,2,8,67,0,0,0,2,2,2,2,84,45,100,0,0,0,0,0,0,86,2,0,1,78,0,4,20,41,70,4,0,60,0,1,95,18,77,75,61,0,0,0,0,5,10,39,5,5,0,5,10,10,0,4,4,10,5,15,5,72,0,76,100,268,4,0,-31,0,0,32
45,4,2,4,2,17,Bill,Bentley,72,0,1,72,72,18,89,3,10,1419,19,1419,94,24,0,0,77,2,0,0,51,0,0,85,2,22,1009,77,55,25,29,0,7,19,0,0,0,7,7,7,7,228,45,100,2,2,0,55,0,0,28,2,0,1,56,0,3,17,13,75,2,0,69,0,1,90,14,55,67,56,0,2,0,2,0,5,49,0,10,10,15,0,10,0,16,16,10,0,10,5,72,0,70,16,301,23,0,-31,0,0,61
45,3,3,3,3,18,Lawrence,Jackson,72,0,1,72,72,15,77,0,6,12126,19,12126,74,28,0,0,95,1,0,0,17,0,0,67,2,47,1009,91,70,25,30,0,3,10,0,0,0,0,0,0,0,231,45,100,0,0,0,0,0,0,94,2,0,1,62,0,7,19,0,78,6,0,21,0,1,80,20,77,77,68,0,0,0,0,5,10,34,5,15,10,15,5,15,0,10,12,10,5,15,10,72,0,76,111,999,9,0,-31,0,0,84
45,3,3,3,3,18,Corey,Hilliard,72,0,1,72,72,14,64,0,5,16037,19,16037,53,28,0,0,80,2,0,0,29,0,0,63,2,33,6,82,21,81,79,0,3,22,0,0,0,0,0,0,0,158,45,100,0,0,0,0,0,0,78,2,0,1,67,0,6,18,33,44,7,0,30,0,0,95,18,86,70,64,0,0,0,0,10,10,29,10,20,5,20,15,15,0,9,6,15,10,25,10,72,0,78,140,999,2,0,-31,0,0,27
45,4,4,4,4,18,M.D.,Jennings,72,0,1,72,72,15,92,0,10,335,20,335,88,25,0,0,80,1,0,0,49,0,0,86,2,63,1009,90,73,33,40,0,8,39,0,0,0,0,0,0,0,12,45,100,2,2,0,40,0,0,43,2,0,1,63,0,15,19,27,85,3,0,40,0,1,95,17,65,72,59,3,0,3,0,0,10,54,0,10,10,10,0,10,0,18,18,10,0,10,5,72,0,72,27,999,33,0,-31,0,0,16
45,4,4,4,4,20,Tom,Crabtree,72,0,1,72,72,17,81,0,4,1021,20,1021,80,28,0,0,87,2,0,0,69,0,0,81,0,33,1009,89,37,62,65,0,3,54,0,0,0,0,0,0,0,116,45,100,0,0,2,0,0,0,83,2,0,1,62,0,15,19,43,70,4,0,51,0,1,95,21,73,80,61,0,0,0,0,0,10,49,5,15,0,10,5,15,0,4,4,10,5,15,10,72,0,76,85,999,5,0,-31,0,0,68
45,0,0,0,0,13,Dezman,Moses,72,0,1,72,72,14,86,0,10,1476,20,1476,82,24,0,0,80,1,0,0,43,0,0,84,0,63,14,82,74,26,33,0,0,23,0,0,0,0,0,0,0,221,45,100,2,2,0,60,0,0,54,2,0,1,59,0,15,18,14,78,2,0,48,0,1,99,15,73,70,50,0,2,0,2,5,10,39,5,10,10,15,10,10,0,15,20,10,5,15,10,72,0,74,89,386,15,0,-31,0,0,332
45,1,1,1,1,16,Jamari,Lattimore,72,0,1,72,72,14,79,0,10,1641,20,1641,80,25,0,1,84,2,0,0,40,0,0,82,0,33,1009,82,80,28,40,0,3,17,0,0,0,2,2,2,2,119,26,100,0,0,0,0,0,0,57,2,0,1,64,0,15,19,1,63,3,0,33,0,0,92,17,70,67,59,0,0,0,0,0,10,49,0,15,5,15,5,10,0,14,9,15,0,10,10,72,0,74,70,999,10,0,-31,0,0,4
